sent,reference,translation
"Tout d&apos; un coup , les ONG étaient non seulement debout dans les rues , criant leurs slogans , mais ils les emmenaient aux négociations , en partie parce qu&apos; ils représentaient les victimes de ces armes .","All of a sudden , NGOs were not only standing in the streets , crying their slogans , but they were taking &#91; them &#93; into the negotiations , partly because they represented the victims of these weapons .","All of a sudden, the people were not only standing in the streets, screaming their slogans, but they were taking them to negotiations, in part because they represented the victims of these weapons."
"Comment pouvons-nous échapper au fait d&apos; avoir un double-standard , si nous prêchons la démocratie et en même temps nous ne voulons pas traiter avec les groupes qui sont représentatifs ?","How can we escape &#91; having &#93; a double-standard , if we at the same time preach democracy and at the same time don &apos;t want to deal with the groups that are representative ?","How can we escape the fact that we have a double vent, if we preach democracy and at the same time we don't want to deal with groups that are representative?"
"Mais durant plusieurs années , j&apos; ai étudié le bâtiment de la CCTV de Rem Koolhaas à Pékin et le stade olympique dans la même ville par les architectes Herzog et de Meuron .","But over the course of several years , I &apos;ve been documenting Rem Koolhaas &apos;s CCTV building in Beijing and the olympic stadium in the same city by the architects Herzog and de Meuron .","But for several years, I've studied the Remigihelaas Casino building in Beijing and the Olympic stadium in the same city by the architects Pietog and Voltron."
"Et avec chaque habitant qui trouve sa manière propre et unique d&apos; y arriver , cette tour devient comme une ville avec sa propre vie , un endroit qui vit avec sa micro-économie et ses petites entreprises .","And with each inhabitant finding their own unique way of coming by , this tower becomes like a living city , a place which is alive with micro-economies and small businesses .","And with every move that finds its own unique way of getting there, this tower becomes like a city with its own life, a place that lives with its micro economy and its small business."
"Donc , si nous refusons de dialoguer avec ces nouveaux groupes qui vont dominer dans les infos des années à venir , nous allons accroitre la radicalisation , je crois .","So if we refuse to talk to these new groups that are going to be dominating the news in years to come , we will further radicalization , I believe .","So, if we refuse to interact with these new groups that are going to dominate the news for years to come, we're going to increase radicalization, I think."
"Nous devons juste persévérer . » Maintenant quatre COM FIAS plus tard , nous entendons un message différent : « One ne peut pas gagner militairement .","We just have to persevere . &quot; &quot; Now four COM ISAF &apos;s later , we hear a different message : &quot; &quot; This cannot be won militarily .",We just have to keep trying.
"Un autre signe , c&apos; est le constat durant ces années , ces dernières années , du faible nombre de ces conflits domestiques entre États , et de conflits intra-étatiques qui peuvent être résolus militairement .","Another acknowledgment we &apos;ve seen during these years , recent years , is that very few of these domestic interstate , intrastate conflicts can be solved militarily .","Another sign, this, is the acknowledgment over the years, over the last years, of the small number of domestic conflicts between the states, and semi-state conflicts that can be resolved militaryly."
"Et comment pouvons-nous dire aux Frères Musulmans , comme nous le devrions , qu&apos; ils doivent respecter le droit des minorités , si nous n&apos; acceptons pas les droits de la majorité ?","And how can we tell the Muslim Brotherhood , as we should , that they must respect minority rights , if we don &apos;t accept majority rights ?","And how can we tell the Muslim Brotherhood, as we should, that they must respect the rights of minorities, if we do not accept the rights of the majority?"
"Dans une région reconnue pour le sol mou et poreux du plateau de Lœss , jusqu&apos; à tout récemment , on estime qu&apos; il y avait 40 millions de personnes qui vivaient dans des maisons souterraines .","In a region famous for the soft , porous Loess Plateau soil , there lived until recently an estimated 40 million people in these houses underground .","In a region recognized for the soft, porous soil of the Léss plateau, until recently, it was estimated that there were 40 million people living in underground houses."
"Le Comité international de la Croix-Rouge , le CICR , dialogue avec tout le monde , et il le fait parce qu&apos; il est neutre .","The International Committee of the Red Cross , the ICRC , is talking to everyone , and it is doing so because it is neutral .","The international Committee of the Red Cross, the S.H.I.E.L.D., is talking to everyone, and it's doing it because it's neutral."
Nous avons donc passé plus de temps à nous focaliser sur la raison pour ne pas dialoguer avec les autres plutôt que de trouvercomment parler aux autres .,So we &apos;ve spent more time on focusing on why we should not talk to others than finding out how we talk to others .,So we've spent more time focusing on the reason for not talking to others than finding how to talk to others.
"Alors , il a engagé un processus politique de dialogue , non pas comme une stratégie de faible , mais comme une stratégie de force .","So he engaged a political process of dialogue , not as a strategy of the weak , but as a strategy of the strong .","So he embarked on a political dialogue process, not as a weak strategy, but as a force strategy."
Et il s&apos; est engagé dans des pourparlers détaillés en réglant certaines des questions les plus délicates grâce à un processus de vérité et de réconciliation où les gens sont venus et ont dialogué .,And he engaged talking profoundly by settling some of the most tricky issues through a truth and reconciliation process where people came and talked .,And he is engaged in detailed talks to settle some of the most delicate issues through a process of truth and reconciliation where people have come and gone.
"Nous les appelons vaguement « groupes » . Ils peuvent représenter des réalités sociales , religieuses , politiques , économiques , ou militaires .","We loosely call them &quot; &quot; groups . &quot; &quot; They may represent social , religious , political , economic , military realities .","They can represent social, religious, political, economic, or military realities."
"L&apos; Occident , comme je vois les choses , sort de cette décennie affaibli , parce que nous n&apos; avons pas compris le groupe .","The West , as I would see it , comes out of that decade weakened , because we didn &apos;t understand the group .","It's, as I see it, coming out of this weakened decade, because we didn't understand the group."
"Quand je suis arrivé en Afghanistan en 2005 , en tant que ministre des Affaires étrangères , j&apos; ai rencontré le commandant de la FIAS , les troupes internationales .","When I first came to Afghanistan in 2005 as a foreign minister , I met the commander of ISAF , the international troops .","When I first came to Afghanistan in 1946, as foreign minister, I met with the FLN commander, the international troops."
Et c&apos; est la raison pour laquelle cette organisation est probablement est l&apos; acteur clé le mieux informé pour comprendre les conflits modernes — parce qu&apos; ils dialoguent .,And that &apos;s one reason why that organization probably is the best informed key player to understand modern conflict — because they talk .,And that's why this organization is probably the most informed key player to understand modern conflict— because they speak.
