sent,reference,translation
ドバイのような新しい都市や ローマのような古代都市に建つ ザハ ・ ハディッドの 国立21世紀美術館 そして ここ ニューヨークは ハイラインの開発によって 大いに影響を受けました,"I think of new cities like Dubai or ancient cities like Rome with Zaha Hadid &apos;s incredible MAXXI museum , or like right here in New York with the High Line , a city which has been so much influenced by the development of this .","New cities like where they were built, ancient cities like where they were built, the 21st-century museum of Zha-Had, and here in New York, the development of the highline has been greatly influenced."
窓やドアの向こうから 幼い子供たちが こちらを覗き見ており マココは人で 溢れている一方で 実は 何より驚くのが 全ての建物が子供で 溢れていることです,"Behind every window and door frame , you &apos;ll see a small child peering back at you , and while Makoko seems to be packed with people , what &apos;s more shocking is actually the amount of children pouring out of every building .","Outside the windows and doors, there are little children watching over us, while the town is crowded with people, and, in fact, the surprise is that all the buildings are full of children."
長年の間 ザバリーンの人々は 仮設の村に住み 地方行政を避けるため 遊牧民のような生活をしてきました しかし 1980年代初頭に カイロの東の辺境に位置する モカタム岩に定住しました,"For years , the Zabbaleen would live in makeshift villages where they would move around trying to avoid the local authorities , but in the early 1980s , they settled on the Mokattam rocks just at the eastern edge of the city .","Over the years, the people of Zaverine lived in temporary villages to avoid local activity, but they lived like fishermen in the early '50s on the eastern side of Chilo."
今日紹介した これらの場所を見ると 実は 「 普通 」 などないということに 感銘を受けます そして 人はどのような環境にも 適応できることを 証明しています,"In all these places I &apos;ve talked about today , what I do find fascinating is that there &apos;s really no such thing as normal , and it proves that people are able to adapt to any kind of situation .","When I look at these places today, I'm impressed by the fact that there's no normal, and I'm proven that people are capable of adapting to any environment."
ラビン元首相は オスロ ・ プロセスに関わった際 「 和平は友と結ぶのではない 和平とは 敵と結ぶものだ 」 と言いました 困難ですが 必要なことなのです,"Prime Minister Rabin said when he engaged the Oslo process , &quot; &quot; You don &apos;t make peace with your friends , you make peace with your enemies . &quot; &quot; It &apos;s hard , but it is necessary .","When former Prime Minister平n was involved in the Oslo process, he said that peace isn't about making friends, but peace is about making enemies."
それから 60年を経た今 人々は街を 当初設計された目的とは 全く別の方向で使用しています 例えば この人たちは 集会所の窓を 椅子代わりにしています,"Now 60 years later , the city has been taken over by people in very different ways from whatever perhaps intended for , like here , where you have the people sitting in the windows of the assembly hall .","Now that it's been 60 years, people have been using the city in a whole different way than the original purpose, for example, these people are using the windows of a meeting place instead of a chair."
ある日突然 NGOは街頭でスローガンを叫ぶだけでなく 交渉の場に参加するようになりました 彼らがこうした武器の犠牲者を 代表していたことが理由の一つです,"All of a sudden , NGOs were not only standing in the streets , crying their slogans , but they were taking &#91; them &#93; into the negotiations , partly because they represented the victims of these weapons .","One day, they'd not only scream the Logan at the bushes, they'd join the negotiations, which is one of the reasons they represented the victims of such weaponry."
キャリアを通じて 私は幸運にも 世界中のすぐれた建築家の キャリアを通じて 私は幸運にも 世界中のすぐれた建築家の 仕事を記録し 彼らの仕事がどのように 都市に影響を及ぼすか 観察することができました,"Throughout my career , I &apos;ve been fortunate enough to work with many of the great international architects , documenting their work and observing how their designs have the capacity to influence the cities in which they sit .","Through my career, I was fortunate to record the work of good architects around the world, observe how their work affects the city."
もし我々がこうした集団に対して 民主主義に移行して 国家間の正常で文明化された関係の 一端を担うようになれば 利益があるのだと 示すことができなければ どうなるでしょう ?,"And if we cannot demonstrate to these groups that if you move towards democracy , if you move towards taking part in civilized and normal standards among states , there are some rewards on the other side .",What happens if we can move to democracy and assume a端 of a normal civilized relationship between the two nations if we can't?
最後に 私の友人であり インスピレーションの源である ジータ ・ コブという ニューファンドランドの フォーゴ島を拠点にする ショアファスト基金の 創設者の言葉を引用したいと思います,"I would like to end with a quote from a friend of mine and a source of inspiration , Zita Cobb , the founder of the wonderful Shorefast Foundation , based out of Fogo Island , Newfoundland .","Finally, I would like to quote my friend and source of inspiration, the founder of the Shoreファストお母さんs, called Jeita Cobb, based on the island of Torgo, Newfoundland."
初めてインドに行った時訪れた家は 土間で水道もなければ 電気もない状態でした それでもこれが世界中で見られる実際の光景なのです,"My first trip in India , I was in a person &apos;s home where they had dirt floors , no running water , no electricity , and that &apos;s really what I see all over the world .","When I first visited India, there was no soil, no water, no electricity, but still this is an actual sight all over the world."
外交における正当性とは何でしょう ? 地域において広域の力を持つ 我々があいまいに集団と呼んでいる 彼らのことを理解し 外交に反映することができないならば 我々外交官が生み出す 問題解決の正当性は何でしょう ?,"What is the legitimacy of diplomacy , of the the solution we devise as diplomats if they cannot be reflected and understood by also these broader forces of societies that we now very loosely call groups ?","What's the right to be a diplomatic force in the area we're vaguely calling a group that understands them and can't address the problem, what's the right to be solved?"
私たちが行なっている 公共スペースのプロジェクトでは すべて地元の企業や商人団体と 緊密に働きます すべて地元の企業や商人団体と 緊密に働きます スペースを維持したり 街路の家具を移動したり 植物の世話をしてくれる人々です,"With all of our projects , our public space projects , we work closely with local businesses and local merchant groups who maintain the spaces , move the furniture , take care of the plants .","In the project we're running, we work with all the local corporations and merchants, people who help us keep the space, move the furniture, take care of the plants."
1968年を救った写真だと 多くの人が言う有名な写真です 緊迫した年だった1968年は パリの五月革命が起き ベトナム戦争の真っ最中でした,"A famous picture ; many people have said that it &apos;s the picture that saved 1968 , which was a turbulent year — the student riots in Paris , the height of the Vietnam War .","It's a famous picture that many say was taken in the early year, when Paris was in the midst of a civil war in Vietnam."
我々が もし民主主義を説く一方で 彼らを代表する集団と 交渉しないのであれば ダブルスタンダードと言われても当然です,"How can we escape &#91; having &#93; a double-standard , if we at the same time preach democracy and at the same time don &apos;t want to deal with the groups that are representative ?","If we don't negotiate with the group that represents democracy while we talk about democracy, then it's a good thing we're calling them a double stand."
また 数年間にわたって 北京に建てられた レム ・ コールハースの 中国中央電視台本部ビルや ヘルツォーク & ド ・ ムーロンの オリンピックスタジアムの 建設現場を追いました,"But over the course of several years , I &apos;ve been documenting Rem Koolhaas &apos;s CCTV building in Beijing and the olympic stadium in the same city by the architects Herzog and de Meuron .","And over the years, I followed the construction site of the Chinese central buildings, the Hertz, and the Olympic stadium in記憶."
人々や市民団体を 問題の一部としてではなく 解決策の一部として 取り込むことができなければ 交渉によって気候変動問題を 解決することはできないでしょう,"How are we going to solve climate change through negotiations , unless we are able to make civil society and people , not part of the problem , but part of the solution ?","If we can't bring people and citizens into the problem as a part of the solution, then negotiating will not be enough."
建設期間が何年にもわたると 雑然としていながらも 街としての機能を備えた 労働者の集落ができます 彼らが建築している洗練された建物とは 対照的です,"As the length of the construction takes years , workers end up forming a rather rough-and-ready informal city , making for quite a juxtaposition against the sophisticated structures that they &apos;re building .","With the years of construction, even though it remains a mess, it will be a landmark of sophisticated buildings they're building."
彼らは与えられた環境の中で 自分たちのスペースをなるべく 綺麗で居心地よくしようとします,"They typically make the best out of their conditions , and try to make their spaces look nice and homey , or at least up until as far as they can reach .",They try to make their space as clean and comfortable as possible in the environment they're given.
