sent,reference,translation
"Käytämme niin paljon aikaa puhuessamme toistemme ohi emmekä tarpeeksi aikaa selvittääksemme erimielisyytemme , ja jos voimme löytää myötätuntoa toisiamme kohtaan on meillä myös mahdollisuus rakentaa riidaton perusta .","We spend so much time talking past each other and not enough time talking through our disagreements , and if we can start to find compassion for one another , then we have a shot at building common ground .","We spend so much time talking past each other, not enough time to settle our differences, and if we can find compassion for each other, then we also have a chance to build an unrelenting foundation."
"Sitten teimme nämä jalat , jotka muokattiin maasta . Niissä kasvoi perunan mukuloita , ja punajuuria yläosasta , ja erittäin ihana messinkivarvas .","Then we made these legs that are cast in soil with a potato root system growing in them , and beetroots out the top , and a very lovely brass toe .","And then we made these legs that were shaped from the ground, and they grew potato nuts, and beets from the top, and a very lovely pineapple."
"Kokemuksesta tiedän , että lapset ovat luonnostaan uteliaita asioista , joita he eivät tiedä tai ymmärrä , tai jotka ovat heille vieraita .","And , from my experience , you know , kids are naturally curious about what they don &apos;t know , or don &apos;t understand , or is foreign to them .","In my experience, children are naturally curious about things they don't know or understand or that they don't know."
"Mielestäni halutessamme löytää ihmisyyden koko potentiaalin meidän täytyy juhlia niitä sydäntäsärkeviä vahvuuksia ja ihania vajaavuuksia , joita meillä kaikilla on .","I think that if we want to discover the full potential in our humanity , we need to celebrate those heartbreaking strengths and those glorious disabilities that we all have .","I think that to find the full potential of humanity, we must celebrate the heartbreaking strengths and wonderful shortcomings that we all have."
Minulle kävi kummallisia yhteensattumia ; olin hyväksynyt lukemattomia kutsuja puhumaan gepardi-proteesien muotoilusta ympäri maailman .,Curious encounters were happening to me at the time ; I &apos;d been accepting numerous invitations to speak on the design of the cheetah legs around the world .,"I had had some strange coincidences, and I had accepted countless invitations to talk about cheetah bosses all over the world."
Auton pysähtyessä poika hypähti yhtäkkiä 30 m pystysuoraan ilmaan ja katosi .,"And then when they came to a stop , the boy would do a sudden vertical takeoff , 100 foot in the air , and then disappear .","When the car stopped, the kid suddenly jumped 30 meters into the air and disappeared."
"Tyypillinen näkemys on , että jos näkee tai kuulee asioita , on tulossa hulluksi . Mutta psykoottiset hallusinaatiot ovat täysin erilaisia .","In particular , the notion is that if you see things or hear things , you &apos;re going mad , but the psychotic hallucinations are quite different .","The typical view is that if you see or hear things, you're going crazy, but psychotic hallucinations are completely different."
"14 tuntia proteesimeikkausta muuntuakseni olioksi , jolla oli nivelletyt tassut , kynnet ja häntä , joka heilui ympäriinsä kuin gekkolla .","14 hours of prosthetic make-up to get into a creature that had articulated paws , claws and a tail that whipped around , like a gecko .","Fourteen hours of protein surgery to turn myself into a creature with bowed paws, claws, and tail that was waving around like a duck."
"Ainoa tarkoitus joka näillä jaloilla voi olla , elokuvan puitteista irrotettuna , on stimuloida aisteja ja herättää mielikuvitus .","And the only purpose that these legs can serve , outside the context of the film , is to provoke the senses and ignite the imagination .","The only purpose these feet can have, taken out of film's image, is to impulse the senses and awaken the imagination."
"Minulla oli hiilikuiduista kudotut sprinttijalat , jotka oli muotoiltu gepardin takajalan mukaan . Saatoitte nähdä ne lavalla eilen .","I had woven carbon fiber sprinting legs modeled after the hind leg of a cheetah , which you may have seen on stage yesterday .","I had a pair of carbon-fiber knitting legs, shaped after the back of a cheetah, which you may have seen on stage yesterday."
