sent,reference,translation
"Käytämme niin paljon aikaa puhuessamme toistemme ohi emmekä tarpeeksi aikaa selvittääksemme erimielisyytemme , ja jos voimme löytää myötätuntoa toisiamme kohtaan on meillä myös mahdollisuus rakentaa riidaton perusta .","We spend so much time talking past each other and not enough time talking through our disagreements , and if we can start to find compassion for one another , then we have a shot at building common ground .","We spend so much time talking through each other, not enough time to settle our differences, and if we can find compassion for each other, then we have a chance to build square ground."
"Sitten teimme nämä jalat , jotka muokattiin maasta . Niissä kasvoi perunan mukuloita , ja punajuuria yläosasta , ja erittäin ihana messinkivarvas .","Then we made these legs that are cast in soil with a potato root system growing in them , and beetroots out the top , and a very lovely brass toe .","Then we made these legs, grown out of the ground, with potato nuts and beets on top, and a very lovely twig."
"Kokemuksesta tiedän , että lapset ovat luonnostaan uteliaita asioista , joita he eivät tiedä tai ymmärrä , tai jotka ovat heille vieraita .","And , from my experience , you know , kids are naturally curious about what they don &apos;t know , or don &apos;t understand , or is foreign to them .",I know from experience that children are naturally curious about things that they don't know or understand or who are strangers to them.
"Mielestäni halutessamme löytää ihmisyyden koko potentiaalin meidän täytyy juhlia niitä sydäntäsärkeviä vahvuuksia ja ihania vajaavuuksia , joita meillä kaikilla on .","I think that if we want to discover the full potential in our humanity , we need to celebrate those heartbreaking strengths and those glorious disabilities that we all have .","I think to find the full potential of humanity, we need to celebrate the heartbreaking strengths and wonderful shortcomings that we all have."
Minulle kävi kummallisia yhteensattumia ; olin hyväksynyt lukemattomia kutsuja puhumaan gepardi-proteesien muotoilusta ympäri maailman .,Curious encounters were happening to me at the time ; I &apos;d been accepting numerous invitations to speak on the design of the cheetah legs around the world .,"Lately, strange coincidences have occurred to me, and I've accepted countless invitations to talk about the distribution of cheetah vines all over the world."
Auton pysähtyessä poika hypähti yhtäkkiä 30 m pystysuoraan ilmaan ja katosi .,"And then when they came to a stop , the boy would do a sudden vertical takeoff , 100 foot in the air , and then disappear .","When the car stopped, the boy suddenly jumped 30 meters into vertical air and disappeared."
"Tyypillinen näkemys on , että jos näkee tai kuulee asioita , on tulossa hulluksi . Mutta psykoottiset hallusinaatiot ovat täysin erilaisia .","In particular , the notion is that if you see things or hear things , you &apos;re going mad , but the psychotic hallucinations are quite different .","A typical view is that if you see or hear things, you're going crazy, but psychotic hallucinations are completely different."
"14 tuntia proteesimeikkausta muuntuakseni olioksi , jolla oli nivelletyt tassut , kynnet ja häntä , joka heilui ympäriinsä kuin gekkolla .","14 hours of prosthetic make-up to get into a creature that had articulated paws , claws and a tail that whipped around , like a gecko .","Fourteen hours of prosthetic surgery to transform myself into a creature with braided paws, claws and a tail that rocked around like a puck."
"Ainoa tarkoitus joka näillä jaloilla voi olla , elokuvan puitteista irrotettuna , on stimuloida aisteja ja herättää mielikuvitus .","And the only purpose that these legs can serve , outside the context of the film , is to provoke the senses and ignite the imagination .","The only purpose these legs can have, separated from the frame of the film, is to stimulate the senses and awaken the imagination."
"Minulla oli hiilikuiduista kudotut sprinttijalat , jotka oli muotoiltu gepardin takajalan mukaan . Saatoitte nähdä ne lavalla eilen .","I had woven carbon fiber sprinting legs modeled after the hind leg of a cheetah , which you may have seen on stage yesterday .","I had magnesium feet woven out of carbon fiber, shaped on the back of a cheetah, which you may have seen onstage last night."
"Joten teimme jalkoja , joita ihmiset hellästi kutsuivat lasijaloiksi , vaikka ne itse asiassa ovat läpinäkyvää polyuretaania , eli keilapallojen materiaalia .","So we made what people lovingly referred to as glass legs even though they &apos;re actually optically clear polyurethane , a.k.a. bowling ball material .","So we made feet that people gently called glass codes, although they are actually a transparent polyurethane called bowling ball material."
"Ja silloin tiesin , että suhteeni yhteiskuntaan on muuttunut syvällisesti tämän viimeisen vuosikymmen aikana .",And that &apos;s when I knew — that &apos;s when I knew that the conversation with society has changed profoundly in this last decade .,And that's when I knew that my relationship with society has been profoundly changed in this last decade.
"Mutta toisinaan hän ei tiennyt varmasti , oliko kyse harhasta vai ei . Koska hallusinaatiot sopivat tapahtumayhteyteen .","But sometimes he wasn &apos;t sure whether he was hallucinating or not , because the hallucinations would fit in the context of the visions .",But there were times when he didn't know for sure if it was a delusion or not because the hallucinations were a match to the event.
"Mutta vain yksi prosentti myöntää ne , koska he pelkäävät tulevansa luokitelluiksi hulluiksi tai jotakin .","But no more than one percent of the people acknowledge them , because they are afraid they will be seen as insane or something .",But only about one percent admit them because they're afraid they're going to turn into perverted lunatics or something.
"Joten tein sopimuksen aikuisten kanssa , että lapset voivat tulla sisään ilman aikuisia kahdeksi minuutiksi itsekseen .",So I made a deal with the adults that the kids could come in without any adults for two minutes on their own .,So I made a deal with the adults that the kids could come in without the adults for two minutes by themselves.
"Tunnemme hyvin omat mielikuvitusmaisemamme , sisäiset maisemamme . Olemme eläneet niiden kanssa koko elämämme .","And we are familiar with the landscapes of our own imagination , our inscapes . We &apos;ve lived with them all our lives .","We know our own imaginations, our inner landscapes, and we've lived with them all our lives."
"Tarkoitukseni on puhua hallusinaatioista . Erityisesti tietystä visuaalisesta aistiharhasta , jota potilaillani esiintyy .","So I am going to be talking about hallucinations , and a particular sort of visual hallucination which I see among my patients .","I'm here to talk about hallucinations, especially a certain visual hallucination that my patients are displaying."
"Mutta se on täysin äänetön , kuin mykkäelokuva . &quot; &quot; Hän piti sitä melko tylsänä elokuvana .","But it &apos;s completely silent , like a silent movie . &quot; &quot; And she said that it &apos;s a rather boring movie .","But it's completely silent, like a silent movie."
"Ihmisellä ei ehkä ole pelkästään &quot; &quot; auto &quot; &quot; -soluja , vaan myös &quot; &quot; Aston Martin &quot; &quot; -soluja .","So you may not only have &quot; &quot; car &quot; &quot; cells , you may have &quot; &quot; Aston Martin &quot; &quot; cells .",Human beings may not only have the cells
"Eivät siis kaikki heistä eivätkä ne , jotka lähettävät minulle vihapostia . Mutta yllättyisitte .","I mean , not all of them , and not the ones who send me hate mail , but you would be surprised .","I mean, not all of them, and not all those who send me hate mail, but you'd be surprised."
Tässä kohtaa aloin siirtyä pois tarpeesta toistaa ihmismäisyyttä ainoana esteettisenä ideaalina .,"And even at this point , I started to move away from the need to replicate human-ness as the only aesthetic ideal .","At this point, I began to move away from the need to repeat the human factor as the only aesthetic object."
Toisen kerran kävelyllä Pariisin kaduilla hän näki — ihan todella — mestauslavan .,"On one occasion when he was walking in the streets of Paris , he saw — this was real — a scaffolding .","The second time walking the streets of Paris, he saw a beheading."
Kotona hän näki 15 cm korkean mestauslavan pienoismallin työhuoneensa pöydällä .,"But when he got back home , he saw a miniature of the scaffolding six inches high , on his study table .","At home, he saw a six-foot tall beheading model on his desk in his office."
"( Naurua ) Toinen jalkapari , jonka parissa teimme yhteistyötä olivat nämä ... ne näyttävät meduusan jaloilta . Myös polyuretaanista .","( Laughter ) And then another pair of legs we collaborated on were these — look like jellyfish legs , also polyurethane .","The second pair of feet we worked with were these... they look like jellyfish feet, including polyurethane."
"On tietty visuaalisen hallusinaation muoto , joka voi liittyä heikentyneeseen näköön tai sokeuteen .","I said , &quot; &quot; There is a special form of visual hallucination which may go with deteriorating vision or blindness .",There's a form of visual hallucination that can be linked to blurred vision or blindness.
"Mies käännähti ympäri , jakautui kuudeksi identtiseksi raitapaitaiseksi hahmoksi , jotka alkoivat kävellä häntä kohti .","And he turned around . And then he divided into six figures in striped shirts , who started walking towards her .","He turned around, divided himself into six identical, striped figures that began walking towards him."
"Nykyään tiedämme , että on satoja muunlaisia soluja , jotka voivat olla äärimmäisen erikoistuneita .","And now we know that there are hundreds of other sorts of cells , which can be very , very specific .","Today, we know that there are hundreds of other kinds of cells that can be extremely specialized."
"Sitten yksi kahdeksanvuotias sanoi : &quot; Hei , miksi et haluaisi myös lentää ? &quot;","And then , one eight-year-old said , &quot; Hey , why wouldn &apos;t you want to fly too ? &quot;","Then one eight-year-old son of a bitch said, ""Hey, why wouldn't you want to fly too?"""
Kerran hän näki kylpytakkiin pukeutuneen piippumiehen ja tajusi sen esittävän häntä itseään .,"On one occasion , he saw a man in a bathrobe smoking a pipe , and realized it was himself .","One day, he saw a man in a bathrobe in a pipe, and he realized it represented him."
"Eräällä toisella potilaallani , jolla myös oli vielä näköä jäljellä , harhat saattoivat olla häiritseviä .","With another patient of mine , who , also had some vision , the vision she had could be disturbing .","One of my other patients, who also had vision left, may have been disturbing."
"On muita aivojen osia , jotka erityisesti osallistuvat rakennusten ja maisemien tunnistamiseen ja hallusinointiin .",There are other parts of the brain which are specifically involved with the recognition and hallucination of buildings and landscapes .,There are other parts of the brain that particularly participate in identifying buildings and landscapes and hallucinating.
