sent,reference,translation
ドバイのような新しい都市や ローマのような古代都市に建つ ザハ ・ ハディッドの 国立21世紀美術館 そして ここ ニューヨークは ハイラインの開発によって 大いに影響を受けました,"I think of new cities like Dubai or ancient cities like Rome with Zaha Hadid &apos;s incredible MAXXI museum , or like right here in New York with the High Line , a city which has been so much influenced by the development of this .","New cities like Dubai, ancient cities like Rome, the 21st century museum of Zaya Hadad, and here in New York, it has been profoundly influenced by the development of several highways."
窓やドアの向こうから 幼い子供たちが こちらを覗き見ており マココは人で 溢れている一方で 実は 何より驚くのが 全ての建物が子供で 溢れていることです,"Behind every window and door frame , you &apos;ll see a small child peering back at you , and while Makoko seems to be packed with people , what &apos;s more shocking is actually the amount of children pouring out of every building .","Beyond the windows and doors, little children stare down at us, while Macco is full of people, the truth is, all your buildings are full of children."
長年の間 ザバリーンの人々は 仮設の村に住み 地方行政を避けるため 遊牧民のような生活をしてきました しかし 1980年代初頭に カイロの東の辺境に位置する モカタム岩に定住しました,"For years , the Zabbaleen would live in makeshift villages where they would move around trying to avoid the local authorities , but in the early 1980s , they settled on the Mokattam rocks just at the eastern edge of the city .","Over the years, Xavier's people lived in temporary villages to avoid local affairs, surrounded by Bedouins, but lived like Bedouins in the early 1900s."
今日紹介した これらの場所を見ると 実は 「 普通 」 などないということに 感銘を受けます そして 人はどのような環境にも 適応できることを 証明しています,"In all these places I &apos;ve talked about today , what I do find fascinating is that there &apos;s really no such thing as normal , and it proves that people are able to adapt to any kind of situation .","When I look at these places today, I'm impressed that there's no normal anymore, and I'm determined that people can adapt to any environment."
ラビン元首相は オスロ ・ プロセスに関わった際 「 和平は友と結ぶのではない 和平とは 敵と結ぶものだ 」 と言いました 困難ですが 必要なことなのです,"Prime Minister Rabin said when he engaged the Oslo process , &quot; &quot; You don &apos;t make peace with your friends , you make peace with your enemies . &quot; &quot; It &apos;s hard , but it is necessary .","Former Prime Minister Gavin said that peace is not for people, but for enemies."
それから 60年を経た今 人々は街を 当初設計された目的とは 全く別の方向で使用しています 例えば この人たちは 集会所の窓を 椅子代わりにしています,"Now 60 years later , the city has been taken over by people in very different ways from whatever perhaps intended for , like here , where you have the people sitting in the windows of the assembly hall .",Now it's been 60 years since then that people use the city in a whole other way than the purpose for which they originally designed it.
ある日突然 NGOは街頭でスローガンを叫ぶだけでなく 交渉の場に参加するようになりました 彼らがこうした武器の犠牲者を 代表していたことが理由の一つです,"All of a sudden , NGOs were not only standing in the streets , crying their slogans , but they were taking &#91; them &#93; into the negotiations , partly because they represented the victims of these weapons .","One day, a typhoon not only screamed a rally and joined the negotiations, one of the reasons they represented the victims of these weapons."
キャリアを通じて 私は幸運にも 世界中のすぐれた建築家の キャリアを通じて 私は幸運にも 世界中のすぐれた建築家の 仕事を記録し 彼らの仕事がどのように 都市に影響を及ぼすか 観察することができました,"Throughout my career , I &apos;ve been fortunate enough to work with many of the great international architects , documenting their work and observing how their designs have the capacity to influence the cities in which they sit .","Through my career, I had a fortunate chance to record the work of the best architects around the world, observe how their work affects the city."
もし我々がこうした集団に対して 民主主義に移行して 国家間の正常で文明化された関係の 一端を担うようになれば 利益があるのだと 示すことができなければ どうなるでしょう ?,"And if we cannot demonstrate to these groups that if you move towards democracy , if you move towards taking part in civilized and normal standards among states , there are some rewards on the other side .",What happens if we can move to democracy and assume a part of a normal civilized relationship between the two nations if we can't?
最後に 私の友人であり インスピレーションの源である ジータ ・ コブという ニューファンドランドの フォーゴ島を拠点にする ショアファスト基金の 創設者の言葉を引用したいと思います,"I would like to end with a quote from a friend of mine and a source of inspiration , Zita Cobb , the founder of the wonderful Shorefast Foundation , based out of Fogo Island , Newfoundland .","Finally, I'd like to quote the founders of the Shoreface Foundation based in Fort Worth, Newfoundland, where my friend, Ziva Cobb, is the source of inspiration."
