sent,reference,translation
ドバイのような新しい都市や ローマのような古代都市に建つ ザハ ・ ハディッドの 国立21世紀美術館 そして ここ ニューヨークは ハイラインの開発によって 大いに影響を受けました,"I think of new cities like Dubai or ancient cities like Rome with Zaha Hadid &apos;s incredible MAXXI museum , or like right here in New York with the High Line , a city which has been so much influenced by the development of this .","A new city like恋, ancient city like Rome, the Sahan-Did's 21st-century museum, and here in New York, it was a great influence by the development of the Highline."
窓やドアの向こうから 幼い子供たちが こちらを覗き見ており マココは人で 溢れている一方で 実は 何より驚くのが 全ての建物が子供で 溢れていることです,"Behind every window and door frame , you &apos;ll see a small child peering back at you , and while Makoko seems to be packed with people , what &apos;s more shocking is actually the amount of children pouring out of every building .","And behind the windows and doors, little children looking at me, while the town is full of people, the real surprise is all the buildings are full of children."
長年の間 ザバリーンの人々は 仮設の村に住み 地方行政を避けるため 遊牧民のような生活をしてきました しかし 1980年代初頭に カイロの東の辺境に位置する モカタム岩に定住しました,"For years , the Zabbaleen would live in makeshift villages where they would move around trying to avoid the local authorities , but in the early 1980s , they settled on the Mokattam rocks just at the eastern edge of the city .","Over the years, the people of the Saverin settled in some temporary villages in the eastern corner of the Shore, where they lived, in the early '90s, to avoid local self-destruction."
今日紹介した これらの場所を見ると 実は 「 普通 」 などないということに 感銘を受けます そして 人はどのような環境にも 適応できることを 証明しています,"In all these places I &apos;ve talked about today , what I do find fascinating is that there &apos;s really no such thing as normal , and it proves that people are able to adapt to any kind of situation .",I'm really impressed by the fact that these places that I've referred to today are not normal and have proven that people are capable of adapting to any environment.
ラビン元首相は オスロ ・ プロセスに関わった際 「 和平は友と結ぶのではない 和平とは 敵と結ぶものだ 」 と言いました 困難ですが 必要なことなのです,"Prime Minister Rabin said when he engaged the Oslo process , &quot; &quot; You don &apos;t make peace with your friends , you make peace with your enemies . &quot; &quot; It &apos;s hard , but it is necessary .","When he was involved in the Oslo process, former Prime Minister was saying that peace is not for friends, but for enemies it is for enemies."
それから 60年を経た今 人々は街を 当初設計された目的とは 全く別の方向で使用しています 例えば この人たちは 集会所の窓を 椅子代わりにしています,"Now 60 years later , the city has been taken over by people in very different ways from whatever perhaps intended for , like here , where you have the people sitting in the windows of the assembly hall .",It's been 60 years now that people use the city in a whole other way than the original purpose.
ある日突然 NGOは街頭でスローガンを叫ぶだけでなく 交渉の場に参加するようになりました 彼らがこうした武器の犠牲者を 代表していたことが理由の一つです,"All of a sudden , NGOs were not only standing in the streets , crying their slogans , but they were taking &#91; them &#93; into the negotiations , partly because they represented the victims of these weapons .",It's one of the reasons that they represented the victims of these weapons.
キャリアを通じて 私は幸運にも 世界中のすぐれた建築家の キャリアを通じて 私は幸運にも 世界中のすぐれた建築家の 仕事を記録し 彼らの仕事がどのように 都市に影響を及ぼすか 観察することができました,"Throughout my career , I &apos;ve been fortunate enough to work with many of the great international architects , documenting their work and observing how their designs have the capacity to influence the cities in which they sit .","through my careers, I was fortunate to be able to record the work of the wealthy architects around the world, to observe how their work affects the city."
もし我々がこうした集団に対して 民主主義に移行して 国家間の正常で文明化された関係の 一端を担うようになれば 利益があるのだと 示すことができなければ どうなるでしょう ?,"And if we cannot demonstrate to these groups that if you move towards democracy , if you move towards taking part in civilized and normal standards among states , there are some rewards on the other side .","If we move to democracy and serve a small part of a normal civilized relationship between the two nations, what happens if we can't prove that there's a profit?"
最後に 私の友人であり インスピレーションの源である ジータ ・ コブという ニューファンドランドの フォーゴ島を拠点にする ショアファスト基金の 創設者の言葉を引用したいと思います,"I would like to end with a quote from a friend of mine and a source of inspiration , Zita Cobb , the founder of the wonderful Shorefast Foundation , based out of Fogo Island , Newfoundland .","Lastly, I quote the founder of a Shoreファ trust fund based on Newfoundland, based on a source of inspiration, called Jeta Cobb."
