source,references,hypothesis,type
"Käytämme niin paljon aikaa puhuessamme toistemme ohi emmekä tarpeeksi aikaa selvittääksemme erimielisyytemme , ja jos voimme löytää myötätuntoa toisiamme kohtaan on meillä myös mahdollisuus rakentaa riidaton perusta .","['We spend so much time talking past each other and not enough time talking through our disagreements , and if we can start to find compassion for one another , then we have a shot at building common ground .']","We spend so much time talking past each other and not enough time resolving our differences , and if we can find compassion for each other we can also build a non-confrontational foundation .",random
"Sitten teimme nämä jalat , jotka muokattiin maasta . Niissä kasvoi perunan mukuloita , ja punajuuria yläosasta , ja erittäin ihana messinkivarvas .","['Then we made these legs that are cast in soil with a potato root system growing in them , and beetroots out the top , and a very lovely brass toe .']","Then we made these legs , which were fashioned from the ground . They grew potato tubers , and beets from the top , and a very lovely brass knuckle .",random
"Kokemuksesta tiedän , että lapset ovat luonnostaan uteliaita asioista , joita he eivät tiedä tai ymmärrä , tai jotka ovat heille vieraita .","['And , from my experience , you know , kids are naturally curious about what they don &apos;t know , or don &apos;t understand , or is foreign to them .']","I know from experience that children are naturally curious about things they don't know or understand, or are unfamiliar to them.",random
"Mielestäni halutessamme löytää ihmisyyden koko potentiaalin meidän täytyy juhlia niitä sydäntäsärkeviä vahvuuksia ja ihania vajaavuuksia , joita meillä kaikilla on .","['I think that if we want to discover the full potential in our humanity , we need to celebrate those heartbreaking strengths and those glorious disabilities that we all have .']",I believe that if we want to discover the full potential of humanity we must celebrate the heartbreaking strengths and wonderful shortcomings that we all have.,random
Minulle kävi kummallisia yhteensattumia ; olin hyväksynyt lukemattomia kutsuja puhumaan gepardi-proteesien muotoilusta ympäri maailman .,['Curious encounters were happening to me at the time ; I &apos;d been accepting numerous invitations to speak on the design of the cheetah legs around the world .'],Strange coincidences happened to me ; I had accepted countless invitations to speak about cheetah prosthesis design around the world .,random
Auton pysähtyessä poika hypähti yhtäkkiä 30 m pystysuoraan ilmaan ja katosi .,"['And then when they came to a stop , the boy would do a sudden vertical takeoff , 100 foot in the air , and then disappear .']","When the car stopped, the boy suddenly jumped 30 m into the air and disappeared.",random
"Tyypillinen näkemys on , että jos näkee tai kuulee asioita , on tulossa hulluksi . Mutta psykoottiset hallusinaatiot ovat täysin erilaisia .","['In particular , the notion is that if you see things or hear things , you &apos;re going mad , but the psychotic hallucinations are quite different .']","The typical view is that if you see or hear things , you are going mad . But psychotic hallucinations are completely different .",random
"14 tuntia proteesimeikkausta muuntuakseni olioksi , jolla oli nivelletyt tassut , kynnet ja häntä , joka heilui ympäriinsä kuin gekkolla .","['14 hours of prosthetic make-up to get into a creature that had articulated paws , claws and a tail that whipped around , like a gecko .']","14 hours of prosthetic surgery to transform myself into a creature with articulated paws, claws and a tail that wagged around like a gecko.",random
"Ainoa tarkoitus joka näillä jaloilla voi olla , elokuvan puitteista irrotettuna , on stimuloida aisteja ja herättää mielikuvitus .","['And the only purpose that these legs can serve , outside the context of the film , is to provoke the senses and ignite the imagination .']","The only purpose that these feet can have , detached from the framework of the film , is to stimulate the senses and awaken the imagination.",random
"Minulla oli hiilikuiduista kudotut sprinttijalat , jotka oli muotoiltu gepardin takajalan mukaan . Saatoitte nähdä ne lavalla eilen .","['I had woven carbon fiber sprinting legs modeled after the hind leg of a cheetah , which you may have seen on stage yesterday .']","I had sprint feet woven from carbon fibre , shaped after the cheetah's hind leg. You may have seen them on stage yesterday.",random
"Joten teimme jalkoja , joita ihmiset hellästi kutsuivat lasijaloiksi , vaikka ne itse asiassa ovat läpinäkyvää polyuretaania , eli keilapallojen materiaalia .","['So we made what people lovingly referred to as glass legs even though they &apos;re actually optically clear polyurethane , a.k.a. bowling ball material .']","So we made feet that people affectionately called glass feet , when in fact they are transparent polyurethane, the material of bowling balls .",random
"Ja silloin tiesin , että suhteeni yhteiskuntaan on muuttunut syvällisesti tämän viimeisen vuosikymmen aikana .",['And that &apos;s when I knew — that &apos;s when I knew that the conversation with society has changed profoundly in this last decade .'],And I knew then that my relationship with society had changed profoundly over this last decade.,random
