source,references,hypothesis,type
"Käytämme niin paljon aikaa puhuessamme toistemme ohi emmekä tarpeeksi aikaa selvittääksemme erimielisyytemme , ja jos voimme löytää myötätuntoa toisiamme kohtaan on meillä myös mahdollisuus rakentaa riidaton perusta .","['We spend so much time talking past each other and not enough time talking through our disagreements , and if we can start to find compassion for one another , then we have a shot at building common ground .']","We spend so much time talking past each other and not enough time to work out our differences, and if we can find compassion for each other we also have a chance to build a non-controversial foundation.",random
"Sitten teimme nämä jalat , jotka muokattiin maasta . Niissä kasvoi perunan mukuloita , ja punajuuria yläosasta , ja erittäin ihana messinkivarvas .","['Then we made these legs that are cast in soil with a potato root system growing in them , and beetroots out the top , and a very lovely brass toe .']","Then we made these legs that were molded from the ground. Potato tubers grew in them, and beets from the top, and a very lovely brass toe.",random
"Kokemuksesta tiedän , että lapset ovat luonnostaan uteliaita asioista , joita he eivät tiedä tai ymmärrä , tai jotka ovat heille vieraita .","['And , from my experience , you know , kids are naturally curious about what they don &apos;t know , or don &apos;t understand , or is foreign to them .']","I know from experience that children are naturally curious about things they don&#39;t know or understand, or that are foreign to them.",random
"Mielestäni halutessamme löytää ihmisyyden koko potentiaalin meidän täytyy juhlia niitä sydäntäsärkeviä vahvuuksia ja ihania vajaavuuksia , joita meillä kaikilla on .","['I think that if we want to discover the full potential in our humanity , we need to celebrate those heartbreaking strengths and those glorious disabilities that we all have .']","I think that if we want to discover the full potential of humanity, we need to celebrate the heartbreaking strengths and wonderful flaws that we all have.",random
Minulle kävi kummallisia yhteensattumia ; olin hyväksynyt lukemattomia kutsuja puhumaan gepardi-proteesien muotoilusta ympäri maailman .,['Curious encounters were happening to me at the time ; I &apos;d been accepting numerous invitations to speak on the design of the cheetah legs around the world .'],Strange coincidences happened to me; I had accepted countless invitations to speak about the design of cheetah prostheses around the world.,random
Auton pysähtyessä poika hypähti yhtäkkiä 30 m pystysuoraan ilmaan ja katosi .,"['And then when they came to a stop , the boy would do a sudden vertical takeoff , 100 foot in the air , and then disappear .']","When the car stopped, the boy suddenly jumped 30 m vertically into the air and disappeared.",random
"Tyypillinen näkemys on , että jos näkee tai kuulee asioita , on tulossa hulluksi . Mutta psykoottiset hallusinaatiot ovat täysin erilaisia .","['In particular , the notion is that if you see things or hear things , you &apos;re going mad , but the psychotic hallucinations are quite different .']","A typical view is that if you see or hear things, you are going crazy. But psychotic hallucinations are completely different.",random
"14 tuntia proteesimeikkausta muuntuakseni olioksi , jolla oli nivelletyt tassut , kynnet ja häntä , joka heilui ympäriinsä kuin gekkolla .","['14 hours of prosthetic make-up to get into a creature that had articulated paws , claws and a tail that whipped around , like a gecko .']","14 hours of prosthetic makeup to transform into a creature with jointed paws, claws and a tail that swung around like a gecko.",random
"Ainoa tarkoitus joka näillä jaloilla voi olla , elokuvan puitteista irrotettuna , on stimuloida aisteja ja herättää mielikuvitus .","['And the only purpose that these legs can serve , outside the context of the film , is to provoke the senses and ignite the imagination .']","The only purpose these legs can have, detached from the framework of the film, is to stimulate the senses and awaken the imagination.",random
"Minulla oli hiilikuiduista kudotut sprinttijalat , jotka oli muotoiltu gepardin takajalan mukaan . Saatoitte nähdä ne lavalla eilen .","['I had woven carbon fiber sprinting legs modeled after the hind leg of a cheetah , which you may have seen on stage yesterday .']","I had sprint legs woven from carbon fibers, shaped like a cheetah&#39;s hind leg. You could see them on stage yesterday.",random
"Joten teimme jalkoja , joita ihmiset hellästi kutsuivat lasijaloiksi , vaikka ne itse asiassa ovat läpinäkyvää polyuretaania , eli keilapallojen materiaalia .","['So we made what people lovingly referred to as glass legs even though they &apos;re actually optically clear polyurethane , a.k.a. bowling ball material .']","So we made legs that people affectionately called glass legs, although they are actually transparent polyurethane, the material of bowling balls.",random
"Ja silloin tiesin , että suhteeni yhteiskuntaan on muuttunut syvällisesti tämän viimeisen vuosikymmen aikana .",['And that &apos;s when I knew — that &apos;s when I knew that the conversation with society has changed profoundly in this last decade .'],And then I knew that my relationship with society has changed profoundly during this last decade.,random
"Mutta toisinaan hän ei tiennyt varmasti , oliko kyse harhasta vai ei . Koska hallusinaatiot sopivat tapahtumayhteyteen .","['But sometimes he wasn &apos;t sure whether he was hallucinating or not , because the hallucinations would fit in the context of the visions .']",But sometimes he didn&#39;t know for sure if it was a delusion or not. Because hallucinations fit the event context.,random
"Mutta vain yksi prosentti myöntää ne , koska he pelkäävät tulevansa luokitelluiksi hulluiksi tai jotakin .","['But no more than one percent of the people acknowledge them , because they are afraid they will be seen as insane or something .']",But only one percent will admit them because they are afraid of being classified as crazy or something.,random
"Joten tein sopimuksen aikuisten kanssa , että lapset voivat tulla sisään ilman aikuisia kahdeksi minuutiksi itsekseen .",['So I made a deal with the adults that the kids could come in without any adults for two minutes on their own .'],So I made a deal with the adults that the kids can come in without the adults for two minutes by themselves.,random
"Tunnemme hyvin omat mielikuvitusmaisemamme , sisäiset maisemamme . Olemme eläneet niiden kanssa koko elämämme .","['And we are familiar with the landscapes of our own imagination , our inscapes . We &apos;ve lived with them all our lives .']","We are very familiar with our own imaginary landscapes, our inner landscapes. We have lived with them all our lives.",random
"Tarkoitukseni on puhua hallusinaatioista . Erityisesti tietystä visuaalisesta aistiharhasta , jota potilaillani esiintyy .","['So I am going to be talking about hallucinations , and a particular sort of visual hallucination which I see among my patients .']",I mean to talk about hallucinations. Especially for a certain visual hallucination that occurs in my patients.,random
"Mutta se on täysin äänetön , kuin mykkäelokuva . &quot; &quot; Hän piti sitä melko tylsänä elokuvana .","['But it &apos;s completely silent , like a silent movie . &quot; &quot; And she said that it &apos;s a rather boring movie .']","But it is completely silent, like a silent film. &quot; &quot; He thought it was a rather boring film.",random
"Ihmisellä ei ehkä ole pelkästään &quot; &quot; auto &quot; &quot; -soluja , vaan myös &quot; &quot; Aston Martin &quot; &quot; -soluja .","['So you may not only have &quot; &quot; car &quot; &quot; cells , you may have &quot; &quot; Aston Martin &quot; &quot; cells .']","A person may not only have &quot;&quot;car&quot;&quot; cells, but also &quot;&quot;Aston Martin&quot;&quot; cells.",random
"Eivät siis kaikki heistä eivätkä ne , jotka lähettävät minulle vihapostia . Mutta yllättyisitte .","['I mean , not all of them , and not the ones who send me hate mail , but you would be surprised .']",So not all of them and not those who send me hate mail. But you would be surprised.,random
Tässä kohtaa aloin siirtyä pois tarpeesta toistaa ihmismäisyyttä ainoana esteettisenä ideaalina .,"['And even at this point , I started to move away from the need to replicate human-ness as the only aesthetic ideal .']","At this point, I began to move away from the need to repeat humanness as the only aesthetic ideal.",random
Toisen kerran kävelyllä Pariisin kaduilla hän näki — ihan todella — mestauslavan .,"['On one occasion when he was walking in the streets of Paris , he saw — this was real — a scaffolding .']","Another time, while walking through the streets of Paris, he saw — really — a championship stage.",random
Kotona hän näki 15 cm korkean mestauslavan pienoismallin työhuoneensa pöydällä .,"['But when he got back home , he saw a miniature of the scaffolding six inches high , on his study table .']","At home, he saw a miniature model of the 15 cm high wrestling platform on the table in his study.",random
"( Naurua ) Toinen jalkapari , jonka parissa teimme yhteistyötä olivat nämä ... ne näyttävät meduusan jaloilta . Myös polyuretaanista .","['( Laughter ) And then another pair of legs we collaborated on were these — look like jellyfish legs , also polyurethane .']",(Laughter) Another pair of legs that we collaborated on were these ... they look like jellyfish legs. Also made of polyurethane.,random
"On tietty visuaalisen hallusinaation muoto , joka voi liittyä heikentyneeseen näköön tai sokeuteen .","['I said , &quot; &quot; There is a special form of visual hallucination which may go with deteriorating vision or blindness .']",There is a specific form of visual hallucination that can be associated with impaired vision or blindness.,random
"Mies käännähti ympäri , jakautui kuudeksi identtiseksi raitapaitaiseksi hahmoksi , jotka alkoivat kävellä häntä kohti .","['And he turned around . And then he divided into six figures in striped shirts , who started walking towards her .']","The man turned around, split into six identical figures in striped shirts who started walking towards him.",random
"Nykyään tiedämme , että on satoja muunlaisia soluja , jotka voivat olla äärimmäisen erikoistuneita .","['And now we know that there are hundreds of other sorts of cells , which can be very , very specific .']",Today we know that there are hundreds of other types of cells that can be extremely specialized.,random
"Sitten yksi kahdeksanvuotias sanoi : &quot; Hei , miksi et haluaisi myös lentää ? &quot;","['And then , one eight-year-old said , &quot; Hey , why wouldn &apos;t you want to fly too ? &quot;']","Then one eight-year-old said, &quot;Hey, why don&#39;t you want to fly too?&quot;",random
Kerran hän näki kylpytakkiin pukeutuneen piippumiehen ja tajusi sen esittävän häntä itseään .,"['On one occasion , he saw a man in a bathrobe smoking a pipe , and realized it was himself .']",Once he saw a piper in a bathrobe and realized it was him.,random
"Eräällä toisella potilaallani , jolla myös oli vielä näköä jäljellä , harhat saattoivat olla häiritseviä .","['With another patient of mine , who , also had some vision , the vision she had could be disturbing .']","In one of my other patients, who also still had vision left, the hallucinations could be disturbing.",random
"On muita aivojen osia , jotka erityisesti osallistuvat rakennusten ja maisemien tunnistamiseen ja hallusinointiin .",['There are other parts of the brain which are specifically involved with the recognition and hallucination of buildings and landscapes .'],There are other parts of the brain that are particularly involved in recognizing buildings and landscapes and hallucinating.,random
