source,references,hypothesis,type
ドバイのような新しい都市や ローマのような古代都市に建つ ザハ ・ ハディッドの 国立21世紀美術館 そして ここ ニューヨークは ハイラインの開発によって 大いに影響を受けました,"['I think of new cities like Dubai or ancient cities like Rome with Zaha Hadid &apos;s incredible MAXXI museum , or like right here in New York with the High Line , a city which has been so much influenced by the development of this .']","New cities like Dubai, ancient cities like Rome, Zaha Hadid's National Museum of the 21st Century, and here in New York City, have been greatly affected by the development of the High Line.",random
窓やドアの向こうから 幼い子供たちが こちらを覗き見ており マココは人で 溢れている一方で 実は 何より驚くのが 全ての建物が子供で 溢れていることです,"['Behind every window and door frame , you &apos;ll see a small child peering back at you , and while Makoko seems to be packed with people , what &apos;s more shocking is actually the amount of children pouring out of every building .']","Young children are peeking in through windows and doors, and while Makoko is full of people, in fact, what is most surprising is that all the buildings are full of children.",random
長年の間 ザバリーンの人々は 仮設の村に住み 地方行政を避けるため 遊牧民のような生活をしてきました しかし 1980年代初頭に カイロの東の辺境に位置する モカタム岩に定住しました,"['For years , the Zabbaleen would live in makeshift villages where they would move around trying to avoid the local authorities , but in the early 1980s , they settled on the Mokattam rocks just at the eastern edge of the city .']","For many years, the Zabaleen people lived in temporary villages and led nomadic lives to avoid local government, but in the early 1980s they settled on Mokatam Rock, on the eastern frontier of Cairo.",random
今日紹介した これらの場所を見ると 実は 「 普通 」 などないということに 感銘を受けます そして 人はどのような環境にも 適応できることを 証明しています,"['In all these places I &apos;ve talked about today , what I do find fascinating is that there &apos;s really no such thing as normal , and it proves that people are able to adapt to any kind of situation .']","When I look at these places I've shown you today, I'm struck by the fact that there is no such thing as ""normal,"" and they prove that people can adapt to any environment.",random
ラビン元首相は オスロ ･ プロセスに関わった際 「 和平は友と結ぶのではない 和平とは 敵と結ぶものだ 」 と言いました 困難ですが 必要なことなのです,"['Prime Minister Rabin said when he engaged the Oslo process , &quot; &quot; You don &apos;t make peace with your friends , you make peace with your enemies . &quot; &quot; It &apos;s hard , but it is necessary .']","Former Prime Minister Yitzhak Rabin, when he was involved in the Oslo Process, said, ""Peace is not made with friends, peace is made with enemies."" It is difficult, but it is necessary.",random
それから 60年を経た今 人々は街を 当初設計された目的とは 全く別の方向で使用しています 例えば この人たちは 集会所の窓を 椅子代わりにしています,"['Now 60 years later , the city has been taken over by people in very different ways from whatever perhaps intended for , like here , where you have the people sitting in the windows of the assembly hall .']","Sixty years later, people are using the city in completely different ways than it was originally designed for, for example, these people are using the windows of the assembly hall as chairs.",random
ある日突然 NGOは街頭でスローガンを叫ぶだけでなく 交渉の場に参加するようになりました 彼らがこうした武器の犠牲者を 代表していたことが理由の一つです,"['All of a sudden , NGOs were not only standing in the streets , crying their slogans , but they were taking &#91; them &#93; into the negotiations , partly because they represented the victims of these weapons .']","Suddenly, one day, NGOs were not just shouting slogans in the streets, they were participating in the negotiations, partly because they represented the victims of these weapons.",random
キャリアを通じて 私は幸運にも 世界中のすぐれた建築家の キャリアを通じて 私は幸運にも 世界中のすぐれた建築家の 仕事を記録し 彼らの仕事がどのように 都市に影響を及ぼすか 観察することができました,"['Throughout my career , I &apos;ve been fortunate enough to work with many of the great international architects , documenting their work and observing how their designs have the capacity to influence the cities in which they sit .']","Throughout my career, I have been fortunate to document the work of the world's greatest architects, and to observe how their work affects cities.",random
もし我々がこうした集団に対して 民主主義に移行して 国家間の正常で文明化された関係の 一端を担うようになれば 利益があるのだと 示すことができなければ どうなるでしょう ？,"['And if we cannot demonstrate to these groups that if you move towards democracy , if you move towards taking part in civilized and normal standards among states , there are some rewards on the other side .']",What if we can't show these groups that they would benefit from a transition to democracy and a more normal and civilized relationship between nations?,random
最後に 私の友人であり インスピレーションの源である ジータ ・ コブという ニューファンドランドの フォーゴ島を拠点にする ショアファスト基金の 創設者の言葉を引用したいと思います,"['I would like to end with a quote from a friend of mine and a source of inspiration , Zita Cobb , the founder of the wonderful Shorefast Foundation , based out of Fogo Island , Newfoundland .']","Finally, I would like to quote my friend and inspiration, Zita Cobb, founder of the Shorefast Foundation, based on the island of Forgo, Newfoundland.",random
初めてインドに行った時訪れた家は 土間で水道もなければ 電気もない状態でした それでもこれが世界中で見られる実際の光景なのです,"['My first trip in India , I was in a person &apos;s home where they had dirt floors , no running water , no electricity , and that &apos;s really what I see all over the world .']","The first time I went to India, I visited a house with a dirt floor and no running water or electricity, and yet this is a real scene that can be seen all over the world.",random
外交における正当性とは何でしょう ？ 地域において広域の力を持つ 我々があいまいに集団と呼んでいる 彼らのことを理解し 外交に反映することができないならば 我々外交官が生み出す 問題解決の正当性は何でしょう ？,"['What is the legitimacy of diplomacy , of the the solution we devise as diplomats if they cannot be reflected and understood by also these broader forces of societies that we now very loosely call groups ?']",What is the legitimacy of diplomacy? What is the legitimacy of the solutions that we diplomats create if we can't understand and reflect diplomacy on what we vaguely refer to as the broad-based power groups in the region?,random
私たちが行なっている 公共スペースのプロジェクトでは すべて地元の企業や商人団体と 緊密に働きます すべて地元の企業や商人団体と 緊密に働きます スペースを維持したり 街路の家具を移動したり 植物の世話をしてくれる人々です,"['With all of our projects , our public space projects , we work closely with local businesses and local merchant groups who maintain the spaces , move the furniture , take care of the plants .']","In all of our public space projects, we work closely with local businesses and merchant associations, all of whom work closely with local businesses and merchant associations, who maintain the spaces, who move street furniture, who take care of the plants.",random
1968年を救った写真だと 多くの人が言う有名な写真です 緊迫した年だった1968年は パリの五月革命が起き ベトナム戦争の真っ最中でした,"['A famous picture ; many people have said that it &apos;s the picture that saved 1968 , which was a turbulent year — the student riots in Paris , the height of the Vietnam War .']","It's the famous photo that many say saved the year 1968, a tense year that saw the May Revolution in Paris and the height of the Vietnam War.",random
我々が もし民主主義を説く一方で 彼らを代表する集団と 交渉しないのであれば ダブルスタンダードと言われても当然です,"['How can we escape &#91; having &#93; a double-standard , if we at the same time preach democracy and at the same time don &apos;t want to deal with the groups that are representative ?']","If we preach democracy but don't negotiate with the groups that represent them, then it's fair to call it a double standard.",random
また 数年間にわたって 北京に建てられた レム ・ コールハースの 中国中央電視台本部ビルや ヘルツォーク ＆ ド ・ ムーロンの オリンピックスタジアムの 建設現場を追いました,"['But over the course of several years , I &apos;ve been documenting Rem Koolhaas &apos;s CCTV building in Beijing and the olympic stadium in the same city by the architects Herzog and de Meuron .']","Over the years, I also followed the construction of Rem Koolhaas' China Central Television headquarters building in Beijing and Herzog & de Meuron's Olympic stadium.",random
人々や市民団体を 問題の一部としてではなく 解決策の一部として 取り込むことができなければ 交渉によって気候変動問題を 解決することはできないでしょう,"['How are we going to solve climate change through negotiations , unless we are able to make civil society and people , not part of the problem , but part of the solution ?']","If we can't get people and civil society to be part of the solution, not part of the problem, we're not going to solve climate change through negotiations.",random
建設期間が何年にもわたると 雑然としていながらも 街としての機能を備えた 労働者の集落ができます 彼らが建築している洗練された建物とは 対照的です,"['As the length of the construction takes years , workers end up forming a rather rough-and-ready informal city , making for quite a juxtaposition against the sophisticated structures that they &apos;re building .']","Years of construction can result in cluttered, yet functional, worker settlements, as opposed to the sophisticated buildings they are building.",random
彼らは与えられた環境の中で 自分たちのスペースをなるべく 綺麗で居心地よくしようとします,"['They typically make the best out of their conditions , and try to make their spaces look nice and homey , or at least up until as far as they can reach .']",They try to make their space as clean and cozy as possible within their given environment.,random
住人たちがそれぞれ 独自の適応方法を見出すことで 住人たちがそれぞれ 独自の適応方法を見出すことで このタワーはミクロ経済と 中小ビジネスが活発な このタワーはミクロ経済と 中小ビジネスが活発な 生きた街のようになるのです,"['And with each inhabitant finding their own unique way of coming by , this tower becomes like a living city , a place which is alive with micro-economies and small businesses .']","As each resident finds their own way to adapt, each resident finds their own way to adapt, each resident finds their own way to adapt, each resident finds their own way to adapt, each resident finds their own way to adapt, each resident finds their own way to adapt, each resident finds their own way to adapt, this tower becomes like a living city with a thriving micro economy and small business, this tower becomes like a living city with a thriving micro economy and small business.",random
タワーに新しく越してくる人は 屋根はすでにあるので 住みたい場所を カーテンや敷物で区切ります,"['When a new inhabitant moves into the tower , they already have a roof over their head , so they just typically mark their space with a few curtains or sheets .']","Newcomers to the tower already have a roof over their heads, so they'll use curtains or rugs to separate the areas where they want to live.",random
私がマココを訪れた そもそもの理由は 友人のクンレ ・ アデイェミが マココの子供たちのために 立ち上げた 三階建ての水上校舎を作る プロジェクトに参加するためでした,"['What originally brought me to Makoko was this project from a friend of mine , Kunlé Adeyemi , who recently finished building this three-story floating school for the kids in Makoko .']",My original reason for visiting Makoko was to participate in a project my friend Kunle Adeyemi started to build a three-story floating schoolhouse for the children of Makoko.,random
このような集まりは 興味深い対比を浮き彫りにします このような集まりは 興味深い対比を浮き彫りにします 新品が飾られている一方で 新居の調度品を展示するための 小道具として ゴミが混在しているのです,['A gathering like this one offers such a juxtaposition where all the new stuff is displayed and all the garbage is used as props to display all their new home accessories .'],"Such a gathering highlights an interesting contrast, as new items are displayed while trash is mixed in as props to showcase the furnishings of the new home.",random
対人地雷禁止条約および クラスター爆弾禁止条約は 市民団体を関与させるという 従来の外交政策からの転換がなければ なしえなかったことでしょう,"['We could never have done the convention against anti-personnel landmines and the convention that is banning cluster munitions unless we had done diplomacy differently , by engaging with civil society .']",The Land Mine Ban Treaty and the Convention on Cluster Munitions would not have been possible without a shift in foreign policy away from the involvement of civil society.,random
この住人たちは文字通り 自らの手で家を建てます そして この愛情に満ちた努力が このタワーに住む 多くの家族の誇りになるのです,"['The inhabitants literally built up these homes with their own hands , and this labor of love instills a great sense of pride in many families living in this tower .']","These residents literally built their homes with their own hands, and this labor of love will make many families in the tower proud.",random
30階にはジムがあり 重りやバーベルには 備え付けられることのなかった エレベーターの滑車を使っています,"['And on the 30th floor , there is a gym where all the weights and barbells are made out of the leftover pulleys from the elevators which were never installed .']",There's a gym on the 30th floor that uses elevator pulleys that were never equipped for weights or barbells.,random
しかし この牛小屋の向かいにある 部屋には新婚の夫婦が 住んでおり 地元の人曰く この地域で最も 素敵なアパートらしいです,['But then in the apartment across the hall from this cow shed lives a newly married couple in what locals describe as one of the nicest apartments in the area .'],"But the room across from the cowshed is occupied by a newlywed couple, and locals say it's the nicest apartment in the area.",random
コミュニケーションのスキルを 向上させなければ より大きな 「 私たち 」 を作って 我々の問題に対処することはできないのです,['How are we going to settle and build a bigger &quot; &quot; We &quot; &quot; to deal with our issues if we don &apos;t improve our skills of communication ?'],"If we don't improve our communication skills, we won't be able to create a bigger ""us"" to deal with our problems.",random
タワーの中では 色々なサービスを 目にします たとえば理髪店や 小さな工房 そして各階に 小さな食料品店や店があります,"['Throughout the tower , you come across all kinds of services , like the barber , small factories , and every floor has a little grocery store or shop .']","Inside the tower, you'll see a variety of services, such as a barbershop, a small workshop, and on each floor a small grocery store or store.",random
ゲイツ財団の仕事で 私が一番好きなのは 発展途上国を訪れることができることで 実際かなり頻繁に行っています,"['One of my favorite parts of my job at the Gates Foundation is that I get to travel to the developing world , and I do that quite regularly .']","What I love most about working for the Gates Foundation is that it allows me to visit developing countries, and in fact, I do so quite often.",random
私達が子供に願うことは同じなのです 子供達が大きくなって成功し 健康で幸せな人生を送って欲しいのです,"['They want what we want for our children and that is for their children to grow up successful , to be healthy , and to have a successful life .']","We all want the same thing for our children, we want them to grow up to be successful, healthy and happy.",random
このようなことはエチオピアのような国では 大きなインパクトがあるのです このおかげでエチオピアの子供の死亡率が 2000年から2008年にかけて 25 % 低下しました,"['That is having real impact in a country like Ethiopia , and it &apos;s why you see their child mortality numbers coming down 25 percent from 2000 to 2008 .']","This has a huge impact in a country like Ethiopia, where child mortality dropped by 25 percent between 2000 and 2008, thanks to this.",random
しかも何が人々を幸せにするか想像するのでなく 例えばラテンアメリカなどに出かけて行って そこでは幸せが家族との生活に関係していると 理解した上で行なっています,['And they don &apos;t just guess what makes people happy ; they go to places like Latin America and they realize that happiness there is associated with family life .'],"And they do it not by imagining what makes people happy, but by going to Latin America, for example, and understanding that happiness there has to do with family life.",random
10億人以上の人々が暮らしています でも麻痺症の報告をする 地域の医師が3万5000人いて 臨床医や薬局からの大規模な報告システムがあります,"['They have over a billion people in this country , but they have 35,000 local doctors who report paralysis , and clinicians , a huge reporting system in chemists .']","We have over a billion people living here, but we have 35,000 local physicians who report paraplegia, and we have an extensive reporting system from clinicians and pharmacies.",random
重要なことは これが我々が おそらく初めて目にする アラブ世界の歴史上初の ボトムアップの革命であり 民衆主体の革命だということです,"['The point is that we are probably seeing , for the first time in the history of the Arab world , a revolution bottom-up — people &apos;s revolution .']","The important thing is that this is the first bottom-up, people-driven revolution that we're probably going to see in the history of the Arab world for the first time.",random
将来 私たちは 人々や市民団体から断絶した 外交政策ではなく こうした成功例を参考にする必要があります,"['In the future , I believe , we should draw examples from these different illustrations , not to have diplomacy which is disconnected from people and civil society .']","In the future, we need to look to these success stories instead of a foreign policy that is disconnected from people and civil society.",random
地元の建築家や シンクタンクの方から トーレ ・ デ ・ ダビの話を聞きました カラカスの中心に位置する 45階建てのオフィスビルです,"['During a conversation with local architects Urban-Think Tank , I learned about the Torre David , a 45-story office building which sits right in the center of Caracas .']","We've heard from local architects and think tanks about Torre de Dabi, a 45-story office building in the heart of Caracas.",random
さて アフリカはナイジェリアの マココというコミュニティーに 話を移しましょう ラゴス ・ ラグーンの水上で 15万人の人々が 生活をしているスラムです,"['Let &apos;s go now to Africa , to Nigeria , to a community called Makoko , a slum where 150,000 people live just meters above the Lagos Lagoon .']","Let's turn now to the African community of Makoko, Nigeria, where 150,000 people live in a slum on the water of the Lagos Lagoon.",random
これらの特殊な空間に 暮らし 働き 遊ぶ人々によって 作られているため こうした地域はその環境を 十分生かすように 直感的に設計されています,"['Created by these very people who live , work and play in these particular spaces , these neighborhoods are intuitively designed to make the most of their circumstances .']","Because they are created by people who live, work and play in these particular spaces, these neighborhoods are intuitively designed to take full advantage of their environment.",random
彼女はこう言いました 「 均一性という病が ― 生きる喜びを奪っている 」 まさにその通りだと思います,"['She says that &quot; &quot; there &apos;s this plague of sameness which is killing the human joy , &quot; &quot; and I couldn &apos;t agree with her more .']","She said, ""The disease of uniformity is robbing us of the joy of living,"" and I think that's exactly right.",random
（ 拍手 ） そして機械的機構がなくなる代わりに 電線が使われると言います,"['( Applause ) They then pointed out that there &apos;d be , sort of , the other controls by wire , to get rid of all that mechanical stuff .']","(Applause.) And he says that instead of mechanical mechanisms, electric wires will be used.",random
この問題に関する情報はあまりにも多く 様々な形で 皆さんに提供できます,"['And maybe to put that in perspective : there &apos;s so much data on this , I &apos;ll be happy to give it to you in different forms .']",There is so much information on this issue that I can provide you in a variety of forms.,random
そしてなにより 我々が 多数派の権利を尊重しないとしたら ムスリム同胞団に 少数派の権利を尊重すべきであるなどと どうして言うことができるでしょうか ？,"['And how can we tell the Muslim Brotherhood , as we should , that they must respect minority rights , if we don &apos;t accept majority rights ?']","And above all, if we don't respect the rights of the majority, how can we tell the Muslim Brotherhood that they should respect the rights of the minority?",random
８年ほど前から この廃墟ビルに 人々が移り住み始め ― この作りかけのビルの 支柱の間に 家を作り始めたのです,"['About eight years ago , people started moving into the abandoned tower and began to build their homes right in between every column of this unfinished tower .']","About eight years ago, people started moving into this abandoned building, and they started building houses between the pillars of this half-built building.",random
この未完成のタワーで 生活していく上で 出てくる諸問題に対して 住人たちは様々な解決策を 編み出しました,"['Within the tower , people have come up with all sorts of solutions in response to the various needs which arise from living in an unfinished tower .']",The residents have devised various solutions to the problems of living in this unfinished tower.,random
でもコカコーラはあることに気づきました 現地の人々が商品をまとめ買いして コカコーラの手が届かない地域で売っていることです,"['But Coke noticed something — they noticed that local people were taking the product , buying it in bulk and then reselling it in these hard-to-reach places .']","But Coca-Cola realized something, that the locals were buying the product in bulk and selling it in areas that Coca-Cola couldn't reach.",random
医者は8月14日と15日に便サンプルを採取し 8月25日には 1型ポリオであると確認されました,"['On August 14th and 15th , they took a stool sample , and by the 25th of August , it was confirmed he had Type 1 polio .']","Doctors took stool samples on August 14 and 15, and on August 25, it was confirmed to be Type 1 polio.",random
そして20世紀には革命がありました この革命は20世紀の初めに起こり まだ続いています,"['Now , in the 20th century we had a revolution that was initiated at the beginning of the 20th century , and which is still going on .']","And in the 20th century, there was a revolution, this revolution happened at the beginning of the 20th century, and it's still going on.",random
同時に 私たち物理学者は 量子論や相対性理論を理解し 組み合わせ 発展させるのに 時間を費やしてきました,"['At the same time , we physicists have been busy trying to make sense of and build on and integrate the discoveries of quantum theory and relativity .']","At the same time, we physicists have spent a lot of time trying to understand and combine and develop quantum theory and relativity.",random
これはブルックリンのベッド ・ スタイ 短い道があったことが分かります 車のためで あまり必要ではありませんでした,"['This is in Bed-Stuy , Brooklyn , and you can see the short leg that was there , used for cars , that &apos;s not really needed .']","You can see that this was a short street in Bed-Stuy, Brooklyn, for a car, and not much was needed.",random
私たちは この方法を バスにも適用していて ニューヨーク市の バス車両台数は 北米最大ですが 速度は一番遅いです,"['We &apos;ve also brought this approach to our buses , and New York City has the largest bus fleet in North America , the slowest bus speeds .']","We apply this method to buses as well, and while New York City has the largest bus fleet in North America, it has the slowest speed.",random
画面では表面しか見えませんが 氷は おそらく何百kmもの厚さがあります,"['So what you &apos;re looking at is the surface of the moon Europa , which is a thick sheet of ice , probably a hundred kilometers thick .']","The screen only shows the surface, but the ice is probably hundreds of kilometers thick.",random
今夜は私が今一番夢中な エンターテインメントとロボティクスが交わる所について お話ししたいと思います,"['So tonight I &apos;d like to tell you about the intersection that I &apos;m most excited about at this very moment , which is entertainment and robotics .']","Tonight I'd like to talk about the intersection of entertainment and robotics, which is what I'm most passionate about right now.",random
柔らかく多孔性の 黄土高原の 土で有名なこの地域では ごく最近まで約４千万人が 地中の家に住んでいました,"['In a region famous for the soft , porous Loess Plateau soil , there lived until recently an estimated 40 million people in these houses underground .']","In this region, famous for its soft, porous loess soil, until very recently some 40 million people lived in subterranean homes.",random
