source,references,hypothesis,type
"Tout d&apos; un coup , les ONG étaient non seulement debout dans les rues , criant leurs slogans , mais ils les emmenaient aux négociations , en partie parce qu&apos; ils représentaient les victimes de ces armes .","['All of a sudden , NGOs were not only standing in the streets , crying their slogans , but they were taking &#91; them &#93; into the negotiations , partly because they represented the victims of these weapons .']","All of a sudden, NGOs were not only standing in the streets shouting their slogans, they were taking them to negotiations, in part because they were representing the victims of these weapons.",random
"Comment pouvons-nous échapper au fait d&apos; avoir un double-standard , si nous prêchons la démocratie et en même temps nous ne voulons pas traiter avec les groupes qui sont représentatifs ?","['How can we escape &#91; having &#93; a double-standard , if we at the same time preach democracy and at the same time don &apos;t want to deal with the groups that are representative ?']","How can we escape having a double standard, if we preach democracy and at the same time we don&#39;t want to deal with groups that are representative?",random
"Mais durant plusieurs années , j&apos; ai étudié le bâtiment de la CCTV de Rem Koolhaas à Pékin et le stade olympique dans la même ville par les architectes Herzog et de Meuron .","['But over the course of several years , I &apos;ve been documenting Rem Koolhaas &apos;s CCTV building in Beijing and the olympic stadium in the same city by the architects Herzog and de Meuron .']","But for several years, I studied the CCTV building by Rem Koolhaas in Beijing and the Olympic Stadium in the same city by the architects Herzog and de Meuron.",random
"Et avec chaque habitant qui trouve sa manière propre et unique d&apos; y arriver , cette tour devient comme une ville avec sa propre vie , un endroit qui vit avec sa micro-économie et ses petites entreprises .","['And with each inhabitant finding their own unique way of coming by , this tower becomes like a living city , a place which is alive with micro-economies and small businesses .']","And with each inhabitant finding their own unique way of getting there, this tower becomes like a city with its own life, a place that lives with its micro-economy and its small businesses.",random
"Donc , si nous refusons de dialoguer avec ces nouveaux groupes qui vont dominer dans les infos des années à venir , nous allons accroitre la radicalisation , je crois .","['So if we refuse to talk to these new groups that are going to be dominating the news in years to come , we will further radicalization , I believe .']","So if we refuse to engage with these new groups that are going to dominate the news for years to come, we&#39;re going to increase radicalization, I believe.",random
"Nous devons juste persévérer . » Maintenant quatre COM FIAS plus tard , nous entendons un message différent : « One ne peut pas gagner militairement .","['We just have to persevere . &quot; &quot; Now four COM ISAF &apos;s later , we hear a different message : &quot; &quot; This cannot be won militarily .']","We just have to persevere. Now four ISAF COMs later, we hear a different message: “One cannot win militarily.",random
"Un autre signe , c&apos; est le constat durant ces années , ces dernières années , du faible nombre de ces conflits domestiques entre États , et de conflits intra-étatiques qui peuvent être résolus militairement .","['Another acknowledgment we &apos;ve seen during these years , recent years , is that very few of these domestic interstate , intrastate conflicts can be solved militarily .']","Another sign, it is the observation during these years, these last years, of the low number of these domestic conflicts between States, and of intra-State conflicts which can be solved militarily.",random
"Et comment pouvons-nous dire aux Frères Musulmans , comme nous le devrions , qu&apos; ils doivent respecter le droit des minorités , si nous n&apos; acceptons pas les droits de la majorité ?","['And how can we tell the Muslim Brotherhood , as we should , that they must respect minority rights , if we don &apos;t accept majority rights ?']","And how can we tell the Muslim Brotherhood, as we should, that they must respect the rights of minorities, if we do not accept the rights of the majority?",random
"Dans une région reconnue pour le sol mou et poreux du plateau de Lœss , jusqu&apos; à tout récemment , on estime qu&apos; il y avait 40 millions de personnes qui vivaient dans des maisons souterraines .","['In a region famous for the soft , porous Loess Plateau soil , there lived until recently an estimated 40 million people in these houses underground .']","In a region renowned for the soft, porous soil of the Loess Plateau, until recently an estimated 40 million people lived in underground houses.",random
"Le Comité international de la Croix-Rouge , le CICR , dialogue avec tout le monde , et il le fait parce qu&apos; il est neutre .","['The International Committee of the Red Cross , the ICRC , is talking to everyone , and it is doing so because it is neutral .']","The International Committee of the Red Cross, the ICRC, dialogues with everyone, and it does so because it is neutral.",random
