source,references,hypothesis,type
On va se faire cuire un œuf !,"[""Let's go make some omelets!""]",Let's cook an egg!,literal
J'ai eu la banane !,['I got the banana.'],I had the banana!,literal
La creme a la banane est la première a partir.,"[""Banana cream's the first to go.""]",The banana cream is the first to go.,literal
"- Papa, puis-je avoir les patates ?","['- Dad, may I please have the potatoes?']","- Dad, can I have the potatoes?",literal
Il y a les patates des Guignard et il y a les miennes.,['My potatoes are different.'],There are the Guignard's potatoes and there are mine.,literal
"Je suis certain que c'est la meilleure de leurs 57 enseignes ""qui ont la patate"" ! *","['Yes, I\'m sure this is the best of their 57 ""spudtacular"" east coast locations.']","I'm sure it's the best of their 57 ""cool"" signs! *",literal
J'ai gardé le reçu pour prouver que j'ai les patates Laratte.,['I brought the receipt to prove I got Laratte potatoes.'],I kept the receipt to prove that I have the Laratte potatoes.,literal
Je peux avoir les patates ?,"['May I have the potatoes, please?']",Can I have the potatoes?,literal
"Si je suis là, tu auras le coup de foudre","[""If I'm there, you'll feel the thunder""]","If I'm there, you'll fall in love at first sight",literal
Comment a-t-il été frappé par la foudre... lors d'une tempête sans coups de foudre repertoriés ?,['How did he get struck by lightning... during a storm with no recorded lightning strikes?'],How did he get struck by lightning... during a storm with no recorded lightning strikes?,literal
Tu me parlais du coup de foudre...,['Remember how you told me about lightning striking?'],You were talking about love at first sight...,literal
Ce dernier coup de foudre a grillé mon générateur.,['That last lightning strike fried my generator.'],This last lightning strike fried my generator.,literal
"Ce n'était pas un coup de foudre, ça semblait... évident.","[""It wasn't like a bolt of lightening it just seemed... obvious.""]","It wasn't love at first sight, it seemed... obvious.",literal
"Moi, j'ai bien une idée... Vous donnez votre langue au chat ? Couper le courant.","['Okay, okay, so, then, let me throw this out there and see if the cat licks it up: we cut the power.']",I have an idea... You give your tongue to the cat? Cut the power.,literal
On pourrait refaire le pont du Queen Elizabeth 2 avec tout ce bois.,['You could deck the QE 2 with the wood they gave me.'],We could redo the Queen Elizabeth 2 bridge with all this wood.,literal
Mais j'essaie de faire le pont.,"[""But I've been trying to do a backbend.""]",But I try to bridge the gap.,literal
Tu veux faire le pont ?,['You want to do it backwards?'],Do you want to do the bridge?,literal
Je suis pour faire le pont réparé.,"[""I'm to get the bridge repaired.""]",I am for doing the bridge repaired.,literal
Faisons le pont !,['Set up the bridge!'],Let's build a bridge!,literal
Il n'y a pas de chats.,['There are no cats.'],There are no cats.,literal
"Il n'y a pas un chat dans les rues, encore moins de palanquins.","[""There's not a cat in the streets, much less a palanquin.""]","There is not a cat in the streets, let alone palanquins.",literal
Il n'y a pas un chaton quelque part qui a besoin d'une manucure ?,"[""Isn't there a kitten somewhere that needs a manicure?""]",Isn't there a kitten somewhere that needs a manicure?,literal
Mais il n'y a pas de chat.,['Only there is no cat.'],But there is no cat.,literal
- Il n'y a pas de chaton.,['- There is no kitten.'],- There is no kitten.,literal
- Jette l'éponge !,['Throw the towel! Throw the towel!'],- Throw in the towel!,literal
- Les carottes sont cuites ?,['The carrots are cooked?'],- Are the carrots cooked?,literal
"Oui. ""Les carottes sont cuites.""","['Yes. ""The carrots are cooked.""']","Yes. ""The carrots are cooked.""",literal
Les carottes sont cuites!,"[""That soup's gonna boil!""]",The carrots are cooked!,literal
"Cette fois, les carottes sont cuites.","['This time, the carrots are cooked.']","This time, the carrots are cooked.",literal
Les carottes sont cuites !,['The carrots are cooked!'],The carrots are cooked!,literal
"J'écris pas ""Bises, Stephanie"" à quelqu'un qui a le doigt dans le nez tout le temps.","['I can\'t sign, ""Love, Stephanie"" to someone who has his finger in his nose all day.']","I don't write ""Kisses, Stephanie"" to someone who has their finger in their nose all the time.",literal
Pourquoi tu te mets autant les doigts dans le nez ?,['Why do you have to pick your nose so much?'],Why are you sticking your fingers in your nose so much?,literal
Je rêve parfois que je t'agraffe les doigts dans le nez.,['I have dreams where I staple your fingers to your face.'],I sometimes dream that I am stapling my fingers in your nose.,literal
- Et me mettre les doigts dans le nez?,['Can I pick my nose?'],- And stick my fingers in my nose?,literal
T'as encore le doigt dans le nez!,['You still have the finger in the nose!'],You've still got your finger in your nose!,literal
Je n'y vois que du feu Cliquetis,['# All I see are stars #'],I see nothing but fire Clictis,literal
- Je n'y vois que du feu,['# All I see are stars #'],- I can't see anything but fire,literal
L pensent que ce n'est pas votre tasse de thé.,['I think this is not your cup of tea.'],L think it's not your cup of tea.,literal
- Ce n'est pas votre tasse de thé?,['Not your cup of tea?'],- Not your cup of tea?,literal
On dirait du pipi de chat.,['It tastes like cat pee.'],It looks like cat pee.,literal
Vous sentez le pipi de chat.,['You smell like cat piss.'],You smell like cat pee.,literal
"Je me plains pas, mais t'es plus celle qui a parfumé mes habits au pipi de chat.","[""- I'm not complaining. I think it's wonderful, I really do... but you are not the same girl who made all my clothes smell like cat pee.""]","I'm not complaining, but you're not the one who scented my clothes with cat pee.",literal
Vos têtes sont remplies pipi de chat.,['Your heads are filled with cat urine.'],Your heads are filled with cat pee.,literal
"Elle a 5 chats, sa maison doit sentir le pipi de chat au lieu de la bière et de la fumée.","['She has five cats, so her place probably smells like cat pee instead of beer and smoke.']","She has 5 cats, her house must smell like cat pee instead of beer and smoke.",literal
Mais qui prendra la tête des forces de Rome ?,['Yet who shall lead the forces of Rome?'],But who will lead Rome's forces?,literal
Alors comment vous prévoyiez de prendre la tête ?,['So how do you plan to take the lead?'],So how were you planning to take the lead?,literal
"Il prendra la tête, mais je ne crois pas qu'il tiendra la distance.","[""He's gonna be out on the lead, but I don't think he'll handle the distance.""]","He will take the lead, but I don't think he will go the distance.",literal
Prenez la tête!,['Lean forward!'],Take the lead!,literal
Prenez la tête.,['Go ahead.'],Take the lead.,literal
C'est la fin des haricots!,['This is the end of the beans!'],That's the end of the beans!,literal
"Nous avons perdu beaucoup de temps à essayer de comprendre l'âme, ...alors que la partie matérielle de notre être, reste une terre inconnue.",['We wasted so much time trying to study the soul meanwhile the material element of our beings is still an unknown universe.'],"We have wasted a lot of time trying to understand the soul, ...while the material part of our being, remains an unknown land.",literal
"Mon boulot, c'est de prendre les âmes",['I take souls for a living.'],My job is to take souls,literal
Ca fait quoi de prendre l'âme de quelqu'un ?,"[""What is it like to take someone's soul?""]",How does it feel to take someone's soul?,literal
On peut prendre l'âme des arbres ?,['Can you take tree souls?'],Can we take the soul from the trees?,literal
JE prends les âmes des gens avant qu'ils meurent.,"[""I take people's souls before they die.""]",I take the souls of people before they die.,literal
Je suis sûr qu'ils ont construit cet endroit pour qu'ils s'envoient en l'air.,['Sure hope they built this place to code.'],I'm sure they built this place to get laid.,literal
On s'envoie en l'air.,"['Here we are, up in the air.']",We get laid.,literal
Ce n'est pas encore le moment de fêter ni de s'envoyer en l'air.,"[""Well, let's don't start jumping up and down, throwing babies in the air yet, Captain.""]",It's not yet time to celebrate or get laid.,literal
C'est vrai qu'un mouton peut se noyer dans un verre d'eau ?,"['You once told me a cup of fresh water was enough to drown a sheep, right?']",Is it true that a sheep can drown in a glass of water?,literal
Il se noie dans un verre d'eau.,['This man would drown in a glass of water.'],He drowns in a glass of water.,literal
Tu sens le sapin.,['You smell like a pine cone.'],You smell like a tree.,literal
Ça sentait le sapin.,['I smelled that pine box.'],It smelled like a tree.,literal
- Si on tournait la page ?,"[""- Let's turn the page.""]",- How about turning the page?,literal
"Bon OK, continuer de tourner les pages.","['All right, keep flipping pages.']","Well OK, keep turning the pages.",literal
- Il tourne les pages à l'envers.,['It keeps turning the pages back.'],- He turns the pages upside down.,literal
Retourne la page.,['Oy. Turn it over.'],Return the page.,literal
"Écoute, chéri. Si la musique te plaît, viens me tourner les pages.","['Darling, if you like the music, sit beside me and turn the pages.']","Listen, darling. If you like the music, come and turn the pages for me.",literal
Et que ça tourne au vinaigre ?,['And watch it turn to vinegar?'],And that it turns to vinegar?,literal
"L'eau devient amère avec le poison, le vin tourne au vinaigre.","['Water grows bitter with poison, Wine turns into vinegar.']","Water becomes bitter with poison, wine turns to vinegar.",literal
"tous crachent sur toi, mais tu n'es pas prête.","[""Everyone's spitting at you, but you're not ready.""]","everyone spits on you, but you're not ready.",literal
Il refusait même de prendre une bouchée de pain.,['Refused to take even a mouthful of bread.'],He refused to even take a bite of bread.,literal
Tout ça pour une bouchée de pain ?,"[""What's a loaf of bread anyway?""]",All this for a pittance?,literal
Nous étions 14 enfants... et nous devions nous battre à table pour avoir une bouchée de pain.,['There were 14 children. And we had to fight for our bread at the table:'],We were 14 children... and we had to fight at the table for a bite of bread.,literal
Ca sent comme si quelqu'un était crevé ici...,['It smells like something died down here.'],It smells like someone is dead in here...,literal
Il y a ce moment excellent où son œil est crevé...,"[""There's this brilliant bit where his eye gets gouged out...""]",There is this excellent moment when his eye is punctured...,literal
Il y en a qui sont crevés !,['What the hell? Half of them are dead.'],There are some who are exhausted!,literal
Mais vous êtes crevés.,"[""Wish you could try it, but you're all dead.""]",But you are exhausted.,literal
T'es dans la lune ?,['Are you on the moon?'],Are you in the moon?,literal
"Enfin, Arthur, tu es dans la lune depuis deux mois.","[""God! Arthur, you've been gazing at the moon for the past two months.""]","Finally, Arthur, you've been in the moonlight for two months.",literal
"Toi t'es dans la Lune, et moi je suis le Soleil",['Worshiper of moons. I am the sun.'],"You are in the Moon, and I am the Sun",literal
Et j'ai compris que tout est dans la lunette.,['And I finally figured out the trick is right there in the collar.'],And I understood that everything is in the scope.,literal
"- C'est à l'ouest, ça.","[""That's way out West.""]",- That's west.,literal
On est à l'ouest du Mississippi!,['We are west of the Mississippi!'],We are west of the Mississippi!,literal
"L'île est à l'ouest de nous, Hugh.","[""The island's to the west of us, Hugh.""]","The island is west of us, Hugh.",literal
"Kesan est à l'ouest d'Istanbul, près de la frontière grecque.","['Kesan is West, near the Greek borders.']","Kesan is west of Istanbul, near the Greek border.",literal
Nous sommes à l'ouest de votre position.,"[""We're directly west of you.""]",We are west of your position.,literal
"Je l'ignore, je donne ma langue au chat.","['I do not know, I give my tongue to the cat.']","I ignore it, I give my tongue to the cat.",literal
C'est comme essayer d'enfoncer une porte ouverte.,['Blow the door open!'],It's like trying to break down an open door.,literal
Votre pneu est crevé.,"[""This tire's got a hole in it.""]",Your tire is flat.,literal
