source,references,hypothesis,type,lemmatized,idioms_in_sents,freq
Est-ce que je suis en train de me faire larguer ?,['Am I getting dumped?'],Am I getting dumped?,idiomatic,être ce que il être en train de se faire larguer ?,"['être en train de', 'se faire larguer']",25209
"et j'étais en train de me branler. C'est ça que tu veux, ah?",['I was under your window and I was jerking off.'],"and I was jerking off. That&#39;s what you want, huh?",idiomatic,"et il être en train de se branler . ce être ça que il vouloir , ahant",['être en train de'],25209
Randy est en train de péter un câble là-bas dedans.,"[""Randy's losing his brain in there.""]",Randy is freaking out in there.,idiomatic,Randy être en train de péter un câble là-bas dedans .,"['être en train de', 'péter un câble']",25209
"- Ethan, je suis en train de péter un câble à cause...","[""Ethan, I'm freaking out.""]","- Ethan, I&#39;m freaking out because...",idiomatic,"- Ethan , il être en train de péter un câble à cause ...","['être en train de', 'péter un câble']",25209
"Imagine combien de gens sont en train de s'envoyer en l'air, mec.","['Imagine how many people out there right now are fucking, man.']","Imagine how many people are getting laid, man.",idiomatic,"imagine combien de gens être en train de se envoyer en le air , mec .","['être en train de', 'se envoyer en le air']",25209
"Je sais que tu as besoin d'espace, mais tu ne peux pas en avoir, car Alex est en train de tourner la page.","[""I know you want space, but you can't have space, because Alex might be moving on.""]","I know you need space, but you can&#39;t get it, because Alex is closing the page.",idiomatic,"il savoir que il avoir besoin de espace , mais il ne pouvoir pas en avoir , car Alex être en train de tourner le page .","['être en train de', 'tourner le page']",25209
Je suis en train de tourner la page.,"[""I'm turning over a new leaf.""]",I am turning the page.,idiomatic,il être en train de tourner le page .,"['être en train de', 'tourner le page']",25209
"Je suis en train de tourner la page, vraiment, je travaille dur pour tourner la page.","[""I'm getting over this. I am. I'm working really hard to get over this.""]","I&#39;m turning the page, really, I&#39;m working hard to turn the page.",idiomatic,"il être en train de tourner le page , vraiment , il travailler dur pour tourner le page .","['être en train de', 'tourner le page']",25209
C'est pas sa mère qui est en train de péter un câble.,"[""It's not his mother who's gone around the bend.""]",It&#39;s not his mother who is freaking out.,idiomatic,ce être pas son mère qui être en train de péter un câble .,"['être en train de', 'péter un câble']",25209
Sarah est en train de te prendre la tête.,"[""Oh, Sarah's got you all up in a tizzy.""]",Sarah is giving you a headache.,idiomatic,Sarah être en train de lui prendre le tête .,"['être en train de', 'prendre le tête']",25209
Tu es en train de te prendre la tête.,"[""You're psyching yourself out.""]",You are taking your head off.,idiomatic,il être en train de lui prendre le tête .,"['être en train de', 'prendre le tête']",25209
Votre relation est en train de tourner au vinaigre ?,['Has your relationship reached its inevitable ugly end?'],Is your relationship turning sour?,idiomatic,son relation être en train de tourner à le vinaigre ?,"['être en train de', 'tourner à le vinaigre']",25209
La dernière fois que je vous ai vu... vous étiez en train de pleurer comme une madeleine.,['Have you come to talk about marriage?'],The last time I saw you... you were crying like a madeleine.,idiomatic,le dernier fois que il il avoir voir ... il être en train de pleurer comme un madeleine .,"['être en train de', 'pleurer comme un madeleine']",25209
Tu crois qu'Elliot est en train de pleurer comme une madeleine ?,"[""Do you think Elliot's somewhere right now, crying her eyes out?""]",Do you think Elliot is crying like a madeleine?,idiomatic,de le croire que Elliot être en train de pleurer comme un madeleine ?,"['être en train de', 'pleurer comme un madeleine']",25209
Tu devrais être en train de t'occuper de Ben I'invalide. II va très bien. Tout Ie monde peut avoir besoin d'un coup de main.,"[""THAT'S HOW IT SOUNDED.""]",You should be taking care of invalid Ben. He&#39;s doing very well. Everyone can use a helping hand.,idiomatic,il devoir être en train de lui occuper de Ben I' invalide . II aller très bien . tout Ie monde pouvoir avoir besoin de un coup de main .,"['être en train de', 'un coup de main']",25209
"Il est en train de le faire, il défonce la porte.","[""He's doing it, he's breaking down the door.""]","He&#39;s doing it, he&#39;s breaking down the door.",idiomatic,"il être en train de le faire , il défoncer le porte .",['être en train de'],25209
"Il bâille, mais pas la suspecte qu'il est en train d'interroger.","[""He yawns, but not the suspect he's questioning.""]","He yawns, but not the suspect he is interrogating.",idiomatic,"il bâiller , mais pas le suspect que il être en train de interroger .",['être en train de'],25209
"Je ne savais pas que c'était si mal d'épouser quelqu'un que j'aimais, et ne pas ne pas savoir qu'en me mariant avec cette personne dont je suis si amoureuse, que j'étais en train de laisser tomber la communauté Gay toute entière.","[""I didn't know that it was wrong to marry somebody that I was in love with, and I didn't know that by marrying someone I'm very much in love with, I was letting down the entire gay community.""]","I didn&#39;t know it was so wrong to marry someone I loved, and not not knowing that by marrying this person I&#39;m so in love with, that I was letting go the entire gay community.",idiomatic,"il ne savoir pas que ce être si mal de épouser quelqu'un que il aimer , et ne pas ne pas savoir que en se marier avec ce personne dont il être si amoureux , que il être en train de laisser tomber le communauté Gay tout entier .",['être en train de'],25209
Elle doit être en train de faire la grasse matinée dans la chambre de Jake.,"[""Uh, gee, I guess she's probably still asleep in jake's room.""]",She must be sleeping in in Jake&#39;s room.,idiomatic,il devoir être en train de faire le gras matinée dans le chambre de Jake .,"['être en train de', 'faire le gras matinée']",25209
"Fais gaffe, je suis en train de suturer.","[""Hello. I'm suturing here.""]","Watch out, I&#39;m suturing.",idiomatic,"faire gaffe , il être en train de suturer .","['être en train de', 'faire gaffe']",25209
"On est en train de chercher une solution, mais si ça marche pas, tu sais ce que tu dois faire ?","[""We're trying to solve it, but you know what to do... if it doesn't work out, right?""]","We&#39;re looking for a solution, but if it doesn&#39;t work, do you know what to do?",idiomatic,"on être en train de chercher un solution , mais si ça marcher pas , il savoir ce que il devoir faire ?","['être en train de', 'ça marcher']",25209
"Elle prend un bain ou quoi ? Si t'es en train de te baptiser, c'est pas comme ça que ça marche !","[""It doesn't count if you try to baptize yourself.""]","Is she taking a bath or what? If you&#39;re baptizing yourself, that&#39;s not how it works!",idiomatic,"il prendre un bain ou quoi ? si lui être en train de lui baptiser , ce être pas comme ça que ça marcher !","['être en train de', 'ça marcher']",25209
"Quoi que tu sois en train de faire, ça marche.","[""Whatever you're doing in there, it's working.""]","Whatever you are doing, it works.",idiomatic,"quoi que il être en train de faire , ça marcher .","['être en train de', 'ça marcher']",25209
Tu es en train de dire que ta sœur est canon ?,"[""What a freak! You're going to hell, man!""]",Are you saying your sister is hot?,idiomatic,il être en train de dire que ta sœur être canon ?,"['être en train de', 'être canon']",25209
Tu es en train de faire un sandwich ou attirer un cerf ?,['Were you making a sandwich or attracting deer?'],Are you making a sandwich or attracting a deer?,idiomatic,il être en train de faire un sandwich ou attirer un cerf ?,['être en train de'],25209
Nous sommes en train d'en avoir marre l'un de l'autre.,"[""We're slowly getting sick of each other.""]",We are getting fed up with each other.,idiomatic,il être en train de en avoir marrer le un de le autre .,"['être en train de', 'en avoir marre']",25209
Tu es crevé. Tu es en train de guérir.,"[""Uh, like...you're tired.""]",You are knackered. You are healing.,idiomatic,il être crever . il être en train de guérir .,"['être en train de', 'être crever']",25209
Ca marche pas.,"[""I don't know I can't remember 'cause at that point I zoned out 'cause some real hot fireman came into the bar""]",It does not work.,idiomatic,ça marcher pas .,['ça marcher'],12211
"Je veux dire, trop de travail... pour que ça marche.","['I mean, too much work to make it... work.']","I mean, too much work... to make it work.",idiomatic,"il vouloir dire , trop de travail ... pour que ça marcher .",['ça marcher'],12211
"Après de nombreuses études, on a conclu la même chose que les parents, à savoir que ça marche avec un bon enseignant et que ça ne va pas quand l'enseignant est mauvais.","[""After lots of studies, we come down to just what most parents believe, and that is a good teacher is what's working and a bad teacher is what's not working.""]","After many studies, we concluded the same thing as the parents, namely that it works with a good teacher and that it does not work when the teacher is bad.",idiomatic,"après un nombreux étude , on avoir conclure le même chose que le parent , à savoir que ça marcher avec un bon enseignant et que ça ne aller pas quand le enseignant être mauvais .",['ça marcher'],12211
Ça marche.,['Coming right up.'],That works.,idiomatic,ça marcher .,['ça marcher'],12211
J'en ai marre qu'ils me mentent. Et je sais que ça marchera jamais.,"[""I'm sick of them lying to me and I know that it's never going to work.""]",I&#39;m tired of them lying to me. And I know it will never work.,idiomatic,il en avoir marrer que il se menter . et il savoir que ça marcher jamais .,"['ça marcher', 'en avoir marre']",12211
